year,type,mmsi,imo,call_sign,ship_name,sub_type,flag_state,length,tonnage,engine_power,crew,all_encounters,encounters_with_high_seas_vessels,encounters_in_the_high_seas,distinct_fishing_flags,fraction_with_high_seas_vessels,most_common_flag,aux_engine_power,design_speed_old,design_speed_ihs,main_sfc,main_sfc_low,aux_sfc,gap_hours,gap_days
2014,reefer,352784000,9078282,3FVX3,FRIO ANTWERP,Specialized Reefer,Panama,125.03,7307,9600,20,1,1,1,1,1,China,2400,16.0628299476,18.45631264,203,203,217,58.60138888888889,0
2014,reefer,370070000,8913992,3FCY3,FONG KUO NO.819,Specialized Reefer,Panama,115,5131,5070.76,20,1,1,0,1,1,United States,1267.69,14.64237706326648,15.57752229696475,203,203,217,0,0
2014,reefer,372538000,8618865,3EKK9,HUAN YU 1,Specialized Reefer,Panama,137,7212,6043.91178073,22,1,1,1,1,1,China,1510.9779451825,14.960100814827783,16.32919199398478,203,203,217,0,0
2014,reefer,373731000,8807466,3EVL6,FRIO ANTARCTIC 1,Specialized Reefer,Panama,125,4988,5173.87933333,22.5,1,1,1,1,1,China,1293.4698333325,14.67390841566453,15.660623948588736,203,203,217,89.15694444444445,0
2014,reefer,412692990,NA,BZVM4,HAI WANG LENG HAO,Fish Processor/Factory,China,66,1195,1059.86780232,32,1,1,0,1,1,China,264.96695058,13.301987966536416,11.710426128358801,280,203,217,238.84416666666664,1
2014,reefer,416001900,7900663,BZIR,YUAN TAI NO.806,Specialized Reefer,Taiwan,83,1798,2244,37,1,1,1,1,1,Taiwan,561,13.698131799696,12.980877894544,203,203,217,114.07888888888888,0
2014,reefer,416308000,7930175,BZLY,CHEN YU 7,Specialized Reefer,Taiwan,80.45,1872,2387.2,30,1,1,1,1,1,Taiwan,596.8,13.7457891651072,13.12720439515136,203,203,217,156.19416666666666,2
2014,reefer,416778000,7332713,BECS,WIN SHUEN SHING,Specialized Reefer,Taiwan,100,3062,4028.4,35,1,1,1,1,1,Taiwan,1007.1,14.2914131574864,14.69157235963024,203,203,217,622.2219444444445,11
2014,reefer,416788000,6908113,BZFN,CHANG CHING NO.1,Specialized Reefer,Taiwan,104.5,2912.46,3282.4,40,1,1,1,1,1,Taiwan,820.6,14.04962588203363,14.00618768458304,203,203,217,411.2036111111112,5
2014,reefer,515183000,8609280,3EML7,YONG XIANG 8,Specialized Reefer,Cambodia,144.5,7286,7516.53405462,20,1,1,1,1,1,China,1879.133513655,15.41701118717618,17.32809537430654,203,203,217,0,0
2014,reefer,529105000,7927453,T3MH,TAI FU 3,Specialized Reefer,Kiribati,99.58,3505,3517.73926017,27,1,1,1,1,1,Taiwan,879.4348150425,14.13243853397099,14.22702812655173,203,203,217,150.3852777777778,0
2014,reefer,576277000,9186936,YJQA5,SHIN IZU,Specialized Reefer,Vanuatu,95.92,2781,2648.0016,24,1,1,1,1,1,Japan,662.0004,13.843467496503196,13.389646635228036,203,203,217,0,0
2014,reefer,576414009,9128764,YJQE5,TENHO MARU,Specialized Reefer,Vanuatu,94,3496,2942.224,47,1,1,1,1,1,Taiwan,735.556,13.947928626584831,13.679437584232144,203,203,217,0,0
2014,reefer,576711000,8710340,YJQN2,FRIO ATHENS,Specialized Reefer,Vanuatu,141.58,8519,7228.74,20,1,1,1,1,1,South Korea,1807.185,15.329871043923479,17.145998129255037,203,203,217,0,0
2014,reefer,577122000,9666481,YJTD3,IBUKI,Specialized Reefer,Vanuatu,134.15,6558,4550,23,1,1,1,1,1,Taiwan,1137.5,14.4907443162,15.1453541225,203,203,217,66.41611111111112,0
2014,reefer,577169000,8710728,7JTK,TAISEI MARU 15,Specialized Reefer,Vanuatu,122.74,4969,3846.65977,25,1,1,1,1,1,Japan,961.6649425,14.25387018242707,14.528544362583945,203,203,217,0,0
2014,reefer,636010125,8916229,ELRD7,ELBRUS,Specialized Reefer,Liberia,146.29,7089,8130.10846344,19,1,1,1,1,1,China,2032.52711586,15.60738682567873,17.69504846772219,203,203,217,68.64527777777778,1
2014,reefer,730151013,8513869,HKJC7,ORION S,Specialized Reefer,Colombia,92.23,3264,3163.5215039,26,1,1,0,1,1,Colombia,790.880375975,14.015857573141503,13.89301310309381,203,203,217,0,0
2014,reefer,1000064984,NA,NA,NA,NA,Indonesia,25.41,139,350,31,1,1,1,1,1,Indonesia,87.5,13.0483564917,10.8970873025,203,203,217,0,0
2014,reefer,1000065299,NA,NA,NA,NA,Indonesia,78.72,1890,350,30,1,1,0,1,1,Japan,87.5,13.084340067,10.8970873025,203,203,217,0,0
2015,reefer,244542000,NA,NA,NA,NA,Netherlands,103.75,3999,5343.0705589,21,1,1,1,1,1,Lithuania,1335.767639725,14.720643627246456,15.795199058967642,270,203,217,0,0
2015,reefer,273195200,8423583,UDRA,KRYMSKIY,Specialized Reefer,Russia,55.01,677,1516.09189188,24,1,1,0,1,1,Russia,379.02297297,13.442058221394378,12.21268334471208,250,203,217,0,0
2015,reefer,273379740,9076260,UCRZ,FRIO FORWIN,Specialized Reefer,Russia,134,6864,5100,23,1,1,0,1,1,Russia,1275,14.6646570912,15.601169289999998,250,203,217,0,0
2015,reefer,273430160,8520563,UHCL,RUSTICA,Specialized Reefer,Russia,82.9,1787,3111.43773903,23,1,1,0,1,1,Russia,777.8594347575,13.979966922084788,13.843085812186697,250,203,217,54.528055555555554,0
2015,reefer,273512400,8225723,UIMH,TAMBOV,Specialized Reefer,Russia,152.69,12527,6624,23,1,1,1,1,1,China,1656,15.157847768783999,16.742593467903998,250,203,217,45.529444444444444,0
2015,reefer,277380000,9047257,LYSG,CAPELLA,Specialized Reefer,Lithuania,134.02,7313,7060,25,1,1,1,1,1,China,1765,15.27553377324,17.0362668644,203,203,217,0,0
2015,reefer,352894000,9278612,HPFK,TUNA QUEEN,Specialized Reefer,Panama,113,4499,4070,21,1,1,1,1,1,Japan,1017.5,14.31966491994,14.7285317321,203,203,217,49.5375,0
2015,reefer,353937000,8204121,3FMK4,SANWA FONTAINE,Specialized Reefer,Panama,92.21,3260,3355.65,17,1,1,0,1,1,Kiribati,838.9125,14.077491213102,14.0753816547045,203,203,217,0,0
2015,reefer,355513000,9016076,3EAX9,YUNG DA FA 108,Specialized Reefer,Panama,110.22,5024,5369.04,18,1,1,0,1,1,United States,1342.26,14.73588657581568,15.815660236043524,203,203,217,28.10861111111111,0
2015,reefer,356065000,9109263,H3OD,SURUGA 1,Specialized Reefer,Panama,86.71,2592.25,1470.998,18,1,1,1,1,1,South Korea,367.7495,13.460732858001398,12.16375269925221,203,203,217,0,0
2015,reefer,356386000,9000376,HOZZ,SUAH,Specialized Reefer,Panama,120.7,4444,3927.69,19,1,1,0,1,1,Kiribati,981.9225,14.27386747774488,14.601545549373498,203,203,217,145.4113888888889,3
2015,reefer,356728000,9035072,3ETB8,DON REEFER,Specialized Reefer,Panama,116.33,6082,7060,20,1,1,1,1,1,China,1765,15.272885301359999,17.0362668644,203,203,217,0,0
2015,reefer,372538000,8618865,3EKK9,HUAN YU 1,Specialized Reefer,Panama,137,7212,6043.91178073,22,1,1,1,1,1,China,1510.9779451825,14.960100814827783,16.32919199398478,203,203,217,0,0
2015,reefer,372910000,8613920,3EVC7,HAI FENG 638,Specialized Reefer,Panama,110.2,4986,7097,25,1,1,1,1,1,China,1774.25,15.282231429636,17.060515408361,203,203,217,0,0
2015,reefer,413692650,NA,BZ9UQ,FU YUAN YU F76,Fish Processor/Factory,China,77.02,1593,822.838,33,1,1,1,1,1,China,205.7095,13.232207808678972,11.44315833340046,280,203,217,423.5725,0
2015,reefer,416110700,7121956,BI2039,HO YUAN,Specialized Reefer,Taiwan,70.34,992,1342.8,50,1,1,1,1,1,Taiwan,335.7,13.3908094180608,12.023792484403359,203,203,217,141.83444444444444,0
2015,reefer,416730000,7234210,BI2037,LIAN JYI HSING,Fish Carrier,Taiwan,71.4,995,1640.54,25,1,1,1,1,1,Taiwan,410.135,13.4883047811234,12.346908247346656,203,203,217,69.59611111111111,0
2015,reefer,440217000,9163439,D7MZ,BADARO,Specialized Reefer,South Korea,112.04,4643,4148.3568,20,1,1,0,1,1,South Korea,1037.0892,14.346015503853378,14.797785947665972,260,203,217,0,0
2015,reefer,441690000,9209245,DSQS6,SOHOH,Specialized Reefer,South Korea,120.75,4519,4148.3568,19,1,1,0,1,1,Kiribati,1037.0892,14.344758738352233,14.797785947665972,260,203,217,0,0
2015,reefer,515183000,8609280,3EML7,YONG XIANG 8,Specialized Reefer,Cambodia,144.5,7286,7516.53405462,20,1,1,1,1,1,China,1879.133513655,15.41701118717618,17.32809537430654,203,203,217,26.504722222222224,0
2015,reefer,529089000,9220653,3FRF9,SHIN HO CHUN NO.101,Specialized Reefer,Kiribati,95.2,2495,2461.8,30,1,1,1,1,1,Taiwan,615.45,13.779219562278,13.202808072577959,203,203,217,30.217222222222222,0
2015,reefer,636012749,8814299,D5LN5,ZHONG XIANG,Specialized Reefer,Liberia,150,10629,8504.86345102,19,1,1,1,1,1,China,2126.215862755,15.717362881928114,17.904924750252203,203,203,217,2087.0797222222222,65
2015,reefer,636013651,8920141,A8OL6,FUJI BAY,Specialized Reefer,Liberia,148,9070,6765,19,1,1,1,1,1,China,1691.25,15.1893005559,16.839166029024998,203,203,217,0,0
2015,reefer,636017162,9620384,D5JO9,GENTU MARU,Specialized Reefer,Liberia,99.06,3989,2998,14,1,1,1,1,1,Japan,749.5,13.972351751676,13.733622498116,203,203,217,0,0
2015,reefer,636092422,9045168,A8OE3,WATER PHOENIX,Specialized Reefer,Liberia,134.02,7303,7060,18,1,1,1,1,1,China,1765,15.27551225844,17.0362668644,203,203,217,71.21027777777778,1
2015,reefer,1000073619,NA,NA,NA,NA,Indonesia,25.86,126,350,31,1,1,0,1,1,Indonesia,87.5,13.0480893378,10.8970873025,203,203,217,0,0
2015,reefer,1004887551,NA,NA,NA,NA,Indonesia,23.8,69,283.4,31,1,1,0,1,1,Indonesia,70.85,13.0249525712868,10.81879018009124,203,203,217,0,0
2015,reefer,1004949306,NA,NA,NA,NA,Indonesia,26.67,162,350,31,1,1,0,1,1,Indonesia,87.5,13.0488291486,10.8970873025,203,203,217,0,0
2015,reefer,1004956265,NA,NA,NA,NA,Indonesia,26,130,350,31,1,1,1,1,1,Indonesia,87.5,13.048171539,10.8970873025,203,203,217,0,0
2016,reefer,214182223,7719595,ERVW,AQUAMARINE,Specialized Reefer,Moldova,100.62,2754,3690,25,1,1,1,1,1,Ukraine,922.5,14.179073623079999,14.3859750169,203,203,217,0,0
2016,reefer,341844000,8880511,V4VZ2,AMATHUS,Fish Carrier,Saint Kitts and Nevis,54.99,683,1260.41115692,31,1,1,1,1,1,Russia,315.10278923,13.358266531414676,11.933176961803445,203,203,217,24.714444444444446,0
2016,reefer,354811000,9016973,3FAZ9,TAGANROGSKIY ZALIV,Specialized Reefer,Panama,152.14,12413,7349.97325059,22,1,1,1,1,1,China,1837.4933126475,15.37232783504955,17.22348343060579,203,203,217,36.71055555555556,0
2016,reefer,355720000,8813582,3EMW4,GLOBAL MARINER,Specialized Reefer,Panama,145,6545,4415.52646736,22,1,1,1,1,1,China,1103.88161684,14.448663924190235,15.030367521795203,203,203,217,459.8025,9
2016,reefer,371719000,8319031,3FIO6,DAFENG MARINER,Specialized Reefer,Panama,93.71,3170,3998.61749977,23,1,1,1,1,1,Taiwan,999.6543749425,14.282973931809648,14.665030415524898,203,203,217,798.8269444444444,14
2016,reefer,374831000,8312461,HOFG,ISLAND REEFER,Specialized Reefer,Panama,110,4071,4777.5,20,1,1,1,1,1,China,1194.375,14.540812496745,15.33671842005625,203,203,217,515.3922222222221,6
2016,reefer,416308000,7930175,BZLY,CHEN YU 7,Specialized Reefer,Taiwan,80.45,1872,2387.2,30,1,1,1,1,1,Taiwan,596.8,13.7457891651072,13.12720439515136,203,203,217,156.65694444444446,1
2016,reefer,416861000,7323396,BEAP,JIN HWEI NO 101,Fish Carrier,Taiwan,76.8,1376,2014.1,42,1,1,1,1,1,Taiwan,503.525,13.6166515768128,12.74265858718049,203,203,217,272.89666666666665,7
2016,reefer,440217000,9163439,D7MZ,BADARO,Specialized Reefer,South Korea,112.04,4643,4148.3568,20,1,1,0,1,1,Kiribati,1037.0892,14.346015503853378,14.797785947665972,260,203,217,0,0
2016,reefer,440222000,9004657,D7NB,LAKE CASTLE,Specialized Reefer,South Korea,108.02,3696,3603.9451,20,1,1,0,1,1,South Korea,900.986275,14.162278906452316,14.306856603261389,260,203,217,274.1675,0
2016,reefer,576728000,9048603,YJQP3,LUNG YUIN,Specialized Reefer,Vanuatu,94.32,3431,2995.154516,22,1,1,1,1,1,Taiwan,748.788629,13.964023979634065,13.73086397964013,203,203,217,0,0
2016,reefer,636009737,9014793,ELPE2,FRIO IONIAN,Specialized Reefer,Liberia,126,6082,8842.64772619,19,1,1,1,1,1,South Korea,2210.6619315475,15.831430112966075,18.084836727407986,203,203,217,0,0
2016,reefer,636016998,9011038,D5IV3,GREEN CONCORDIA,Specialized Reefer,Liberia,119.55,5617,6027.06666667,19,1,1,1,1,1,China,1506.7666666675,14.946925910235448,16.31680043517687,203,203,217,147.78027777777777,1
2016,reefer,667003426,8834421,9LY2623,HENG XING 1,Specialized Reefer,Sierra Leone,65.23,991,2169.23469602,31,1,1,1,1,1,China,542.308674005,13.661269350523941,12.903853299112772,203,203,217,0,0
2016,reefer,1004841642,NA,NA,NA,NA,Indonesia,28.2,198,350,31,1,1,0,1,1,Indonesia,87.5,13.0495689594,10.8970873025,203,203,217,0,0
