year,type,mmsi,imo,call_sign,ship_name,sub_type,flag_state,length,tonnage,engine_power,crew,all_encounters,encounters_with_high_seas_vessels,encounters_in_the_high_seas,distinct_fishing_flags,fraction_with_high_seas_vessels,most_common_flag,aux_engine_power,design_speed_old,design_speed_ihs,main_sfc,main_sfc_low,aux_sfc,gap_hours,gap_days
2016,reefer,576414000,9128764,YJQE5,TENHO MARU,Specialized Reefer,Vanuatu,94,3496,2942.224,47,7,7,7,3,1,China,735.556,13.947928626584831,13.679437584232144,203,203,217,0,0
2016,reefer,1000081555,NA,NA,NA,NA,Indonesia,30.75,199,313.2,31,7,7,7,1,1,Indonesia,78.3,13.0374655899144,10.85386621649296,203,203,217,0,0
2016,reefer,1004887551,NA,NA,NA,NA,Indonesia,23.8,69,283.4,31,7,7,3,1,1,Indonesia,70.85,13.0249525712868,10.81879018009124,203,203,217,0,0
2014,reefer,353306000,9184536,3FWG8,FRIO CHIKUMA,Specialized Reefer,Panama,127.38,7367,9600,20,7,6,7,2,0.8571428571428571,China,2400,16.062541155599998,18.45631264,203,203,217,391.3072222222222,7
2014,reefer,1004905089,NA,NA,NA,NA,Indonesia,27.26,188,522,31,7,6,6,1,0.8571428571428571,Indonesia,130.5,13.106034791088,11.097717268036,203,203,217,0,0
2015,reefer,273317810,7700087,UCTB,CANOPUS,Specialized Reefer,Russia,78.11,1728,3589.20247857,23,7,6,7,1,0.8571428571428571,Russia,897.3006196425,14.134599824884999,14.29324514750387,250,203,217,25.425555555555555,0
2015,reefer,515777000,8609292,XUCT6,QI HANG,Specialized Reefer,Cambodia,144.5,7286,7952.45526405,20,7,6,3,4,0.8571428571428571,China,1988.1138160125,15.552156259950792,17.591780849678486,203,203,217,31.620833333333334,0
2015,reefer,576107000,9453418,YJQS6,LADY TUNA,Specialized Reefer,Vanuatu,120.75,4538,4155.43388708,23,7,6,7,3,0.8571428571428571,Taiwan,1038.85847177,14.34719868441442,14.804017640378033,203,203,217,0,0
2015,reefer,576285000,9003158,YJQD7,HOUTA MARU,Specialized Reefer,Vanuatu,105.37,3516.8,2942,25,7,6,6,2,0.8571428571428571,South Korea,735.5,13.9481364690048,13.679219491556,203,203,217,0,0
2016,reefer,664090000,8909680,S7OJ,KAIHO MARU,Specialized Reefer,Seychelles,93.78,2600,3346.54051497,25,7,6,7,2,0.8571428571428571,Taiwan,836.6351287425,14.066426213300776,14.066799062027208,203,203,217,718.9602777777778,26
2016,reefer,277397000,9047269,LYTA,CASSIOPEA,Specialized Reefer,Lithuania,134.01,7326,7060,17,7,5,7,3,0.7142857142857143,Vanuatu,1765,15.27556174248,17.0362668644,203,203,217,0,0
2016,reefer,273148810,7808334,UIVG,BELOMORYE,Specialized Reefer,Russia,95.61,2206,1650,24,7,4,1,2,0.5714285714285714,Russia,412.5,13.5119704542,12.3570627025,250,203,217,209.675,4
2016,reefer,273219900,7604403,UHTA,ARCTIC PRINCESS,Specialized Reefer,Russia,69.5,1966,1470,24,7,3,2,1,0.42857142857142855,Russia,367.5,13.44946422516,12.1626680161,250,203,217,80.89138888888888,0
2016,reefer,273825810,8035087,UHTH,LUCHISTYY,Specialized Reefer,Russia,55,676,588,24,7,1,0,1,0.14285714285714285,Russia,147,13.137490847904,11.174098882576,250,203,217,0,0
2013,reefer,341049000,8860444,V4KI2,FRIO ARKHANGELSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6989,5058.72270362,21,6,6,6,1,1,Russia,1264.680675905,14.652767339815504,15.567768371333736,203,203,217,25.039166666666667,0
2013,reefer,577102000,9241932,3EHZ8,HARU,Specialized Reefer,Vanuatu,120.76,4521,2993,25,6,6,6,1,1,Japan,748.25,13.977833740074,13.728774896921,203,203,217,70.70361111111112,0
2014,reefer,354716000,8710132,3EHA6,HAI FENG 648,Specialized Reefer,Panama,124.7,4936,5150,25,6,6,6,1,1,China,1287.5,14.6659706232,15.6414529025,203,203,217,0,0
2014,reefer,576328000,9620384,YJRE3,GENTU MARU,Specialized Reefer,Vanuatu,99.06,3989,2998,14,6,6,6,2,1,Japan,749.5,13.972351751676,13.733622498116,203,203,217,53.89222222222222,0
2015,reefer,341844000,8880511,V4VZ2,AMATHUS,Fish Carrier,Saint Kitts and Nevis,54.99,683,1260.41115692,31,6,6,5,3,1,Spain,315.10278923,13.358266531414676,11.933176961803445,203,203,217,28.433888888888887,0
2015,reefer,352085000,8518819,3FDZ4,HUA FU NO.107,Specialized Reefer,Panama,124.7,4964,5150,25,6,6,6,2,1,China,1287.5,14.6661775068,15.6414529025,203,203,217,0,0
2015,reefer,352349000,9073385,3FNR3,FRIO SHINANO,Specialized Reefer,Panama,125.01,7307,9600,20,6,6,1,2,1,South Korea,2400,16.0628299476,18.45631264,203,203,217,0,0
2015,reefer,370599000,9666481,3ELC8,IBUKI,Specialized Reefer,Panama,131.61,6558,4550,22,6,6,6,2,1,Taiwan,1137.5,14.4907443162,15.1453541225,203,203,217,0,0
2015,reefer,529578000,9161613,T3FZ2,YUN RUN 3,Specialized Reefer,Kiribati,88.17,2713,1492,22,6,6,6,1,1,China,373,13.469617573368,12.186561091856,203,203,217,166.9411111111111,1
2015,reefer,577102000,9241932,3EHZ8,HARU,Specialized Reefer,Vanuatu,120.76,4521,2993,25,6,6,6,2,1,Japan,748.25,13.977833740074,13.728774896921,203,203,217,43.769444444444446,0
2015,reefer,636012261,8801802,A8EJ6,FRIO OLYMPIC,Specialized Reefer,Liberia,141,8487,8910.50183876,19,6,6,6,3,1,Vanuatu,2227.62545969,15.845661534183364,18.119918564545543,203,203,217,31.841666666666665,0
2015,reefer,636015528,9073268,A8OE7,PRINCE OF STREAM,Specialized Reefer,Liberia,136.9,7533,7791.52187294,19,6,6,6,1,1,China,1947.880468235,15.502299377104993,17.496135969892453,203,203,217,0,0
2016,reefer,273210110,8701040,UFXA,PAMYAT KIROVA,Specialized Reefer,Russia,152.87,12403,7600,22,6,6,3,2,1,China,1900,15.4463199324,17.379715039999997,250,203,217,630.3783333333333,16
2016,reefer,371295000,7818561,3EAY,HAI FA,Fish Carrier,Panama,99.7,3830,6101.12200846,22,6,6,6,3,1,China,1525.280502115,14.961680433616035,16.371113841313672,203,203,217,585.838611111111,9
2016,reefer,374290000,8224432,HPNW,MING HANG 8,Specialized Reefer,Panama,149.03,9092,5273.6697112,22,6,6,6,2,1,China,1318.4174278,14.73440594654698,15.740263889035571,203,203,217,617.6452777777778,20
2016,reefer,416542000,8680442,BEOZ,HER WEN NO.1,Fish Processor/Factory,Taiwan,95.2,2495,2461.9,48,6,6,6,1,1,Taiwan,615.475,13.779251878149,13.20290913061169,203,203,217,37.55555555555556,0
2016,reefer,416778000,7332713,BECS,WIN SHUEN SHING,Specialized Reefer,Taiwan,100,3062,4028.4,35,6,6,6,2,1,Taiwan,1007.1,14.2914131574864,14.69157235963024,203,203,217,0,0
2016,reefer,576195000,8226739,YJVT7,LA MANCHE,Specialized Reefer,Vanuatu,172.12,13506,6139.00679059,23,6,6,0,1,1,Norway,1534.7516976475,15.01903768758771,16.398736015000832,203,203,217,57.415277777777774,0
2016,reefer,636017752,8312655,D5MO2,WEI SHUN,Specialized Reefer,Liberia,149.03,9032,7059,17,6,6,6,1,1,China,1764.75,15.278926933104,17.035610036448997,203,203,217,0,0
2014,reefer,351478000,8908076,3FNT8,ATMODA,Specialized Reefer,Panama,144.34,8996,7704.5724,21,6,5,6,4,0.8333333333333334,China,1926.1431,15.475963918062883,17.44363155176673,203,203,217,27.648888888888887,0
2014,reefer,1000073601,NA,NA,NA,NA,Indonesia,23.78,127,350,31,6,5,5,1,0.8333333333333334,Indonesia,87.5,13.048109888099999,10.8970873025,203,203,217,0,0
2016,reefer,371335000,8317356,3FE06,HAI FENG 628,Specialized Reefer,Panama,138.38,6268,8306,25,6,5,6,1,0.8333333333333334,China,2076.5,15.663050654064,17.794899713443996,203,203,217,91.29194444444445,0
2016,reefer,371812000,8807662,3EHL5,FRIO POSEIDON,Specialized Reefer,Panama,140.44,9072,6863,23,6,4,6,2,0.6666666666666666,Vanuatu,1715.75,15.219208685087999,16.905386315800996,203,203,217,26.499166666666667,0
2015,reefer,636011004,9051789,ELWE4,CAPE BELLE,Specialized Reefer,Liberia,126,6082,6354.71136,25,6,2,2,2,0.3333333333333333,Russia,1588.67784,15.051902038784252,16.553903996284443,203,203,217,0,0
2015,reefer,1000099464,NA,NA,NA,NA,Indonesia,25.64,98,350,31,6,2,2,1,0.3333333333333333,Indonesia,87.5,13.047513929399999,10.8970873025,203,203,217,0,0
2015,reefer,273342230,8513273,UBCG5,AMBER BALTIC,Specialized Reefer,Russia,95.31,2913,4396.17043755,23,6,1,0,1,0.16666666666666666,Russia,1099.0426093875,14.408280700414773,15.013701879315404,250,203,217,0,0
2015,reefer,273442740,8313879,UDVM,BUKHTA NAGAEVA,Specialized Reefer,Russia,94.87,3226,3481.22083043,24,6,1,0,1,0.16666666666666666,Russia,870.3052076075,14.117400326791932,14.193038853468178,250,203,217,0,0
2013,reefer,576419000,9071583,YJQE8,MEITA MARU,Specialized Reefer,Vanuatu,106.86,3802,2942,40,5,5,4,1,1,South Korea,735.5,13.951970422872,13.679219491556,203,203,217,25.176666666666666,0
2013,reefer,576420000,9140097,YJQE9,VICTORIA,Specialized Reefer,Vanuatu,91.48,2717,1471,22,5,5,5,3,1,China,367.75,13.462913699406,12.163754872889,203,203,217,50.1525,0
2013,reefer,576732000,9194892,YJQP4,SHOTA MARU,Specialized Reefer,Vanuatu,100.98,3936,2942,25,5,5,5,2,1,Japan,735.5,13.953771789695999,13.679219491556,203,203,217,63.79611111111112,0
2014,reefer,357805000,8521830,3FTR9,SKYFROST,Specialized Reefer,Panama,152.94,12383,4437,20,5,5,5,2,1,China,1109.25,14.509913606718,15.048822615601,203,203,217,0,0
2014,reefer,370981000,8223488,HOYH,ANGEL I,Specialized Reefer,Panama,84.64,1490,2963.112,20,5,5,5,2,1,China,740.778,13.92777082887504,13.699757761054068,203,203,217,26.07777777777778,0
2014,reefer,576395000,9172909,YJQE3,YU HSAING MARU,Specialized Reefer,Vanuatu,90.27,2713,2405,20,5,5,5,3,1,Japan,601.25,13.764115724369999,13.145282774224999,203,203,217,0,0
2014,reefer,577077000,9459591,YJRZ2,TAIHO MARU,Specialized Reefer,Vanuatu,98.28,3858,2200.7,20,5,5,3,4,1,Taiwan,550.175,13.7159361757548,12.93632185046921,203,203,217,25.918333333333333,0
2015,reefer,273812710,8610277,UDVB,VSEVOLOD SIRBIRTSEV,Fish Processor/Factory,Russia,179.2,32096,6480,23,5,5,5,3,1,Taiwan,1620,15.18849809664,16.6423873216,250,203,217,34.93888888888889,0
2015,reefer,352784000,9078282,3FVX3,FRIO ANTWERP,Specialized Reefer,Panama,125.03,7307,9600,20,5,5,5,1,1,China,2400,16.0628299476,18.45631264,203,203,217,171.93722222222223,4
2015,reefer,355720000,8813582,3EMW4,GLOBAL MARINER,Specialized Reefer,Panama,145,6545,4415.52646736,22,5,5,5,1,1,China,1103.88161684,14.448663924190235,15.030367521795203,203,203,217,69.17861111111111,0
2015,reefer,356878000,NA,NA,NA,NA,Panama,142.4,7777,5814.6667717,22,5,5,5,2,1,China,1453.666692925,14.892128245389213,16.158682164042695,203,203,217,200.7738888888889,3
2015,reefer,416702000,7920869,BZLL,SHENG HONG,Specialized Reefer,Taiwan,80.49,1866,2237.1,40,5,5,5,1,1,Taiwan,559.275,13.696934376778799,12.973787402090888,203,203,217,34.35805555555555,0
2015,reefer,529105000,7927453,T3MH,TAI FU 3,Specialized Reefer,Kiribati,99.58,3505,3517.73926017,27,5,5,0,1,1,Taiwan,879.4348150425,14.13243853397099,14.22702812655173,203,203,217,485.5777777777778,8
2015,reefer,529837000,7726706,T3SU2,WEI LI,Specialized Reefer,Kiribati,144.35,11243,11030,17,5,5,5,1,1,China,2757.5,16.47170071482,19.037383516099997,203,203,217,0,0
2015,reefer,576195000,8226739,YJVT7,LA MANCHE,Specialized Reefer,Vanuatu,172.12,13506,6139.00679059,23,5,5,0,1,1,Norway,1534.7516976475,15.01903768758771,16.398736015000832,203,203,217,336.8161111111111,10
2015,reefer,577105000,9133305,YJTA9,RYOMA,Specialized Reefer,Vanuatu,120.75,4741.17,2993,25,5,5,5,1,1,Taiwan,748.25,13.98076270429698,13.728774896921,203,203,217,0,0
2015,reefer,636009737,9014793,ELPE2,FRIO IONIAN,Specialized Reefer,Liberia,126,6082,8842.64772619,19,5,5,0,2,1,South Korea,2210.6619315475,15.831430112966075,18.084836727407986,203,203,217,0,0
2015,reefer,636017161,9071583,D5JO8,MEITA MARU,Specialized Reefer,Liberia,106.86,3802,2942,25,5,5,5,2,1,Japan,735.5,13.951970422872,13.679219491556,203,203,217,27.1675,0
2015,reefer,636092423,9047271,A8OE5,BAY PHOENIX,Specialized Reefer,Liberia,134.1,7326,7060,17,5,5,5,2,1,China,1765,15.27556174248,17.0362668644,203,203,217,225.105,7
2016,reefer,341464000,8817186,V4KJ3,ATLANTIC REEFER,Specialized Reefer,Saint Kitts and Nevis,49,489,2009.47117204,31,5,5,5,1,1,Russia,502.36779301,13.600949501465823,12.737820493641843,203,203,217,63.599444444444444,1
2016,reefer,351478000,8908076,3FNT8,ATMODA,Specialized Reefer,Panama,144.34,8996,7704.5724,21,5,5,2,2,1,South Korea,1926.1431,15.475963918062883,17.44363155176673,203,203,217,62.71777777777778,0
2016,reefer,354469000,8710209,3EHB6,HAI FENG 658,Specialized Reefer,Panama,124.7,4939,5150,25,5,5,5,1,1,China,1287.5,14.665992789299999,15.6414529025,203,203,217,25.860555555555557,0
2016,reefer,355317000,8301723,3FHF5,ORIENTAL CHILAN,Specialized Reefer,Panama,79.83,2113,2207,24,5,5,5,2,1,Taiwan,551.75,13.690973611878,12.942813568120998,203,203,217,71.22472222222223,1
2016,reefer,356065000,9109263,H3OD,SURUGA 1,Specialized Reefer,Panama,86.71,2592.25,1470.998,18,5,5,0,1,1,South Korea,367.7495,13.460732858001398,12.16375269925221,203,203,217,0,0
2016,reefer,370981000,8223488,HOYH,ANGEL I,Specialized Reefer,Panama,84.64,1490,2963.112,20,5,5,5,2,1,China,740.778,13.92777082887504,13.699757761054068,203,203,217,0,0
2016,reefer,373755000,9014793,3FUZ,FRIO IONIAN,Specialized Reefer,Panama,126,6082,7240.60071681,22,5,5,5,2,1,South Korea,1810.1501792025,15.329471687926771,17.15362872133509,203,203,217,47.12777777777778,0
2016,reefer,412440493,NA,NA,FU YUAN YU LENG 999,Fish Carrier,China,98,3026,3394.4920685,20,5,5,5,1,1,China,848.623017125,14.087106550720971,14.111905445395978,280,203,217,71.12027777777777,0
2016,reefer,416110700,7121956,BI2039,HO YUAN,Specialized Reefer,Taiwan,70.34,992,1342.8,50,5,5,5,1,1,Taiwan,335.7,13.3908094180608,12.023792484403359,203,203,217,261.0061111111111,3
2016,reefer,416730000,7234210,BI2037,LIAN JYI HSING,Fish Carrier,Taiwan,71.4,995,1640.54,25,5,5,5,1,1,Taiwan,410.135,13.4883047811234,12.346908247346656,203,203,217,24.76638888888889,0
2016,reefer,529578000,9161613,T3FZ2,YUN RUN 3,Specialized Reefer,Kiribati,88.17,2713,1492,22,5,5,5,1,1,China,373,13.469617573368,12.186561091856,203,203,217,0,0
2016,reefer,529874000,8214827,T3UH2,MING FENG,Specialized Reefer,Kiribati,143.54,8739,5657.78547539,20,5,5,5,1,1,China,1414.4463688475,14.849471328985913,16.03966522133302,203,203,217,36.894444444444446,0
2013,reefer,356065000,9109263,H3OD,SURUGA 1,Specialized Reefer,Panama,86.71,2592.25,1470.998,18,5,4,1,1,0.8,South Korea,367.7495,13.460732858001398,12.16375269925221,203,203,217,59.90222222222222,0
2015,reefer,273435310,8723311,UBAZ,BASKUNCHAKSKIY,Specialized Reefer,Russia,85.1,2399,2216.57212029,24,5,4,4,1,0.8,Russia,554.1430300725,13.69849054972725,12.952671136283763,250,203,217,0,0
2015,reefer,357735000,9184548,3FSC9,FRIO MOGAMI,Specialized Reefer,Panama,127.38,7367,7059.11253333,20,5,4,5,2,0.8,China,1764.7781333325,15.275375016264299,17.035683955327645,203,203,217,69.44194444444445,1
2016,reefer,356609000,8908193,3EBI9,FRIO LAS PALMAS,Specialized Reefer,Panama,147,9070,6831.0384,20,5,4,5,2,0.8,China,1707.7596,15.209450856854303,16.883870513025474,203,203,217,0,0
2016,reefer,374198000,9135169,3FIC4,HAI FENG 718,Specialized Reefer,Panama,143,8896,11347.1029863,22,5,4,5,1,0.8,China,2836.775746575,16.589108968647487,19.14492280120388,203,203,217,0,0
2016,reefer,1004542334,NA,NA,NA,NA,Indonesia,23.85,126,350,31,5,4,3,1,0.8,Indonesia,87.5,13.0480893378,10.8970873025,203,203,217,0,0
2015,reefer,1000097256,NA,NA,NA,NA,Indonesia,27.2,171,313.2,31,5,3,2,1,0.6,Indonesia,78.3,13.0368873561576,10.85386621649296,203,203,217,0,0
2015,reefer,1000074086,NA,NA,NA,NA,Indonesia,25.42,118,350,31,5,2,1,1,0.4,Indonesia,87.5,13.0479249354,10.8970873025,203,203,217,0,0
2014,reefer,529087000,8028955,T3LP,LAKE HILL,Specialized Reefer,Kiribati,99.02,3363,4028.4,18,5,1,1,2,0.2,South Korea,1007.1,14.294562859773599,14.69157235963024,203,203,217,68.76611111111112,0
2016,reefer,273312950,7920546,UBYQ,ORION,Specialized Reefer,Russia,95.6,2462,1938,24,5,1,1,2,0.2,Russia,484.5,13.609414561848,12.662908925476,250,203,217,0,0
2016,reefer,1004554609,NA,NA,NA,NA,Indonesia,30.72,199,350,31,5,1,1,1,0.2,Indonesia,87.5,13.0495895097,10.8970873025,203,203,217,0,0
2013,reefer,341099000,8500630,V4JY2,ATLANTIC LADY,Specialized Reefer,Saint Kitts and Nevis,139.8,8864,6151.76731159,21,4,4,4,1,1,Russia,1537.9418278975,15.001228606960982,16.40801497624465,203,203,217,24.29361111111111,0
2013,reefer,576328000,9620384,YJRE3,GENTU MARU,Specialized Reefer,Vanuatu,99.06,3989,2998,14,4,4,4,1,1,Japan,749.5,13.972351751676,13.733622498116,203,203,217,214.38666666666666,1
2013,reefer,577077000,9459591,YJRZ2,TAIHO MARU,Specialized Reefer,Vanuatu,98.28,3858,2200.7,20,4,4,4,2,1,Japan,550.175,13.7159361757548,12.93632185046921,203,203,217,0,0
2013,reefer,636011004,9051789,ELWE4,CAPE BELLE,Specialized Reefer,Liberia,126,6082,6354.71136,25,4,4,4,2,1,China,1588.67784,15.051902038784252,16.553903996284443,203,203,217,0,0
2014,reefer,273425770,8422931,UBFQ,KAPITAN SHCHERBAKOV,Specialized Reefer,Russia,126.6,6607,3970,23,4,4,4,2,1,Taiwan,992.5,14.31029448582,14.639462416099999,250,203,217,27.639722222222222,0
2014,reefer,351763000,8214839,3FRT,SHIN HANG,Specialized Reefer,Panama,143.52,8739,6684,30,4,4,4,1,1,China,1671,15.163531622808,16.783875143824,203,203,217,114.58222222222221,2
2014,reefer,356609000,8908193,3EBI9,FRIO LAS PALMAS,Specialized Reefer,Panama,147,9070,6831.0384,20,4,4,4,2,1,South Korea,1707.7596,15.209450856854303,16.883870513025474,203,203,217,0,0
2014,reefer,413692650,NA,BZ9UQ,FU YUAN YU F76,Fish Processor/Factory,China,77.02,1593,822.838,33,4,4,4,1,1,China,205.7095,13.232207808678972,11.44315833340046,280,203,217,0,0
2014,reefer,431678000,9086758,JILE,TAISEI MARU 24,Specialized Reefer,Japan,121.23,4992,4579.05,25,4,4,4,1,1,Japan,1144.7625,14.485786090540799,15.170011655521922,203,203,217,36.408055555555556,0
2014,reefer,563418000,9666508,9V6110,CHITOSE,Specialized Reefer,Singapore,134.15,6534,4204.71016781,21,4,4,4,3,1,Taiwan,1051.1775419525,14.382768149336897,14.847300786993799,203,203,217,91.7425,2
2014,reefer,577102000,9241932,3EHZ8,HARU,Specialized Reefer,Vanuatu,120.76,4521,2993,25,4,4,4,2,1,Taiwan,748.25,13.977833740074,13.728774896921,203,203,217,0,0
2014,reefer,1004954519,NA,NA,NA,NA,Indonesia,28.03,196,522,31,4,4,4,1,1,Indonesia,130.5,13.106195420496,11.097717268036,203,203,217,0,0
2014,reefer,1004956265,NA,NA,NA,NA,Indonesia,26,130,350,31,4,4,3,1,1,Indonesia,87.5,13.048171539,10.8970873025,203,203,217,0,0
2015,reefer,214182223,7719595,ERVW,AQUAMARINE,Specialized Reefer,Moldova,100.62,2754,3690,25,4,4,2,2,1,China,922.5,14.179073623079999,14.3859750169,203,203,217,0,0
2015,reefer,311042300,9015785,D5IJ6,GREEN TOLEDO,Specialized Reefer,The Bahamas,119.37,5617,3948.4815000000003,21,4,4,4,1,1,China,987.1203750000001,14.293006787354559,14.620195437678591,203,203,217,0,0
2015,reefer,351776000,8130837,3FIY4,MING HANG,Specialized Reefer,Panama,145.55,6183,5707.52280303,22,4,4,4,1,1,China,1426.8807007575,14.84971473480721,16.07760312525223,203,203,217,0,0
2015,reefer,352533000,8122385,3EGN7,VIVA 106,Specialized Reefer,Panama,91.03,3574,5400,25,4,4,4,1,1,Taiwan,1350,14.7359572368,15.83998564,203,203,217,0,0
2015,reefer,370866000,9021277,3FDT5,SEIWA,Specialized Reefer,Panama,94,2692,2427,20,4,4,4,1,1,South Korea,606.75,13.770900106872,13.167593153041,203,203,217,48.03777777777778,0
2015,reefer,371335000,8317356,3FE06,HAI FENG 628,Specialized Reefer,Panama,138.38,6268,8306,25,4,4,4,1,1,China,2076.5,15.663050654064,17.794899713443996,203,203,217,472.2536111111111,10
2015,reefer,667001392,8517346,9LU2195,OCEAN STAR 98,Specialized Reefer,Sierra Leone,145.55,6579,5382.29195362,21,4,4,4,3,1,Taiwan,1345.572988405,14.750576143886821,15.826081380328443,203,203,217,25.940555555555555,0
2016,reefer,273211110,8811675,UFYW,PAMYAT ILICHA,Specialized Reefer,Russia,152.87,12406,7600,22,4,4,1,2,1,China,1900,15.4463219448,17.379715039999997,250,203,217,58.7025,0
2016,reefer,273359920,8826759,UBIH4,TAVRIA,Specialized Reefer,Russia,134,6989,3960,22,4,4,4,2,1,South Korea,990,14.31124459152,14.630513166399998,250,203,217,78.35861111111112,0
2016,reefer,353185000,9145920,3FTS6,KURIKOMA,Specialized Reefer,Panama,114.82,4166.2,2950,40,4,4,4,2,1,Japan,737.5,13.95941498682,13.6870061225,203,203,217,31.2975,0
2016,reefer,354716000,8710132,3EHA6,HAI FENG 648,Specialized Reefer,Panama,124.7,4936,5150,25,4,4,4,1,1,China,1287.5,14.6659706232,15.6414529025,203,203,217,0,0
2016,reefer,412440239,NA,BZU4P,FU YUAN YU LENG 36,Fish Carrier,China,85.37,2510,1912,35,4,4,4,1,1,China,478,13.60179091296,12.635559872576,280,203,217,0,0
2013,reefer,431678000,9086758,JILE,TAISEI MARU 24,Specialized Reefer,Japan,121.23,4992,4579.05,25,4,3,4,1,0.75,Japan,1144.7625,14.485786090540799,15.170011655521922,203,203,217,92.77944444444444,0
2015,reefer,273210110,8701040,UFXA,PAMYAT KIROVA,Specialized Reefer,Russia,152.87,12403,7600,22,4,3,1,2,0.75,China,1900,15.4463199324,17.379715039999997,250,203,217,215.18805555555554,1
2015,reefer,273374170,9175274,UBJN2,FRIO VLADIVOSTOK,Specialized Reefer,Russia,134,6971,6865,22,4,3,3,1,0.75,Russia,1716.25,15.21417529107,16.906730056024998,250,203,217,99.19111111111111,0
2015,reefer,341095000,7359278,V4JW2,SUNNY LISA,Specialized Reefer,Saint Kitts and Nevis,74.12,1327,1861.754722,31,4,3,2,1,0.75,Russia,465.4386805,13.56614858422887,12.582560154360463,203,203,217,35.05166666666667,0
2016,reefer,352349000,9073385,3FNR3,FRIO SHINANO,Specialized Reefer,Panama,125.01,7307,9600,20,4,3,4,2,0.75,China,2400,16.0628299476,18.45631264,203,203,217,0,0
2015,reefer,576711000,8710340,YJQN2,FRIO ATHENS,Specialized Reefer,Vanuatu,141.58,8519,7228.74,20,4,2,4,1,0.5,China,1807.185,15.329871043923479,17.145998129255037,203,203,217,0,0
2016,reefer,273312860,8516639,UERQ,GARMONIYA,Specialized Reefer,Russia,103,4295,5700,22,4,2,2,3,0.5,Russia,1425,14.836257177,16.07187721,250,203,217,37.02305555555556,0
2014,reefer,1000059623,NA,NA,NA,NA,Indonesia,24.05,89,261,31,4,1,0,1,0.25,Indonesia,65.25,13.017980696082,10.792379317009,203,203,217,0,0
2014,reefer,1000081480,NA,NA,NA,NA,Indonesia,25.49,92,350,31,4,1,0,1,0.25,Indonesia,87.5,13.0473906276,10.8970873025,203,203,217,0,0
2016,reefer,352247000,8904070,3EPS8,FONG KUO NO.818,Specialized Reefer,Panama,115,5286,5070.76,18,4,1,0,3,0.25,Papua New Guinea,1267.69,14.64355598955888,15.57752229696475,203,203,217,135.36222222222221,2
2013,reefer,341759000,9076258,V4RV2,FRIO PETROPAVLOVSK,Specialized Reefer,Saint Kitts and Nevis,133.95,6964,7303.20800831,20,3,3,3,1,1,Russia,1825.8020020775,15.350397422499714,17.193727760854397,203,203,217,25.074444444444445,0
2013,reefer,354716000,8710132,3EHA6,HAI FENG 648,Specialized Reefer,Panama,124.7,4936,5150,25,3,3,3,1,1,China,1287.5,14.6659706232,15.6414529025,203,203,217,24.783333333333335,0
2013,reefer,373731000,8807466,3EVL6,FRIO ANTARCTIC 1,Specialized Reefer,Panama,125,4988,5173.87933333,22.5,3,3,3,2,1,South Korea,1293.4698333325,14.67390841566453,15.660623948588736,203,203,217,34.93694444444444,0
2013,reefer,576139000,9314612,YJQT4,TUNA PRINCESS,Specialized Reefer,Vanuatu,120.75,4522,2993,20,3,3,3,2,1,Taiwan,748.25,13.977847043268,13.728774896921,203,203,217,73.17944444444444,0
2013,reefer,576687000,9105293,YJQJ8,FUTAGAMI,Specialized Reefer,Vanuatu,88.94,2581,1471,19,3,3,3,1,1,Japan,367.75,13.460536892958,12.163754872889,203,203,217,222.17944444444444,1
2013,reefer,636009737,9014793,ELPE2,FRIO IONIAN,Specialized Reefer,Liberia,126,6082,8842.64772619,19,3,3,2,3,1,China,2210.6619315475,15.831430112966075,18.084836727407986,203,203,217,24.423333333333332,0
2014,reefer,273310720,9082180,UHOU,GENNADY VODOLAZSKIY,Specialized Reefer,Russia,133.95,6971,4729.05270275,23,3,3,3,1,1,China,1182.2631756875,14.550140209143734,15.296300128127092,250,203,217,0,0
2014,reefer,352349000,9073385,3FNR3,FRIO SHINANO,Specialized Reefer,Panama,125.01,7307,9600,20,3,3,3,3,1,South Korea,2400,16.0628299476,18.45631264,203,203,217,26.536944444444444,0
2014,reefer,356517000,9172698,3FLM8,ASIAN COSMOS,Specialized Reefer,Panama,125.5,6971,9600,25,3,3,3,1,1,China,2400,16.0644471828,18.45631264,203,203,217,55.25861111111111,0
2014,reefer,357497000,8804244,3FYZ6,TAI JI,Specialized Reefer,Panama,117.31,4970,5150,24,3,3,3,2,1,Taiwan,1287.5,14.666221839,15.6414529025,203,203,217,35.62694444444445,0
2014,reefer,371156000,9041540,H9PE,SARONIC BREEZE,Specialized Reefer,Panama,129.2,6399,5480,20,3,3,3,1,1,China,1370,14.779890092159999,15.9025004816,203,203,217,25.395555555555557,0
2014,reefer,371812000,8807662,3EHL5,FRIO POSEIDON,Specialized Reefer,Panama,140.44,9072,6863,23,3,3,3,1,1,China,1715.75,15.219208685087999,16.905386315800996,203,203,217,0,0
2014,reefer,412203740,9005625,BAPI,TAI XIANG,Specialized Reefer,China,84.02,1950,1471.03733333,20,3,3,3,1,1,China,367.7593333325,13.449521330481318,12.163795447382295,280,203,217,51.95666666666666,0
2014,reefer,514266000,8214827,XUDF5,MING FENG,Specialized Reefer,Cambodia,143.54,8739,5260.843206,21,3,3,3,1,1,China,1315.2108015,14.727992044912824,15.730070322198424,203,203,217,0,0
