transmitter_no,shipname,begin_date,end_date,registered_gear_type,length,width,num_messages,date_first_broadcast,date_last_broadcast,registered_fishing_region
4956375,BAHARI  NUSANTARA,10/20/2016 0:00:00,10/19/2017 0:00:00,Transporter,25.76,7.34,1765,10/24/2016 2:02:00,5/17/2017 0:54:00,
4956379,4956379,10/14/2014 0:00:00,10/13/2015 0:00:00,Fish net/dragnet,42.5,8.5,1,6/30/2015 13:51:00,6/30/2015 13:51:00,718
4956382,BANDAR NELAYAN - 210,10/28/2016 0:00:00,10/27/2017 0:00:00,Transporter,25.02,9.26,200,12/1/2016 3:01:00,12/8/2016 2:35:00,
4956394,CITRA MAJU - 08,8/19/2016 0:00:00,8/18/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.68,8.26,1428,9/20/2016 0:52:00,6/18/2017 11:28:00,"572, 573"
4956396,4956396,11/9/2013 0:00:00,11/8/2014 0:00:00,Transporter,45.42,8.3,802,1/1/2014 11:00:00,8/5/2014 9:07:00,
4956399,BANDAR NELAYAN 23,8/26/2016 0:00:00,8/25/2017 0:00:00,Squid hooking,27.14,7.44,9763,3/12/2016 0:50:00,6/20/2017 23:50:00,718
4957151,4957151,2/12/2014 0:00:00,2/11/2015 0:00:00,Fish net/dragnet,34.32,6,4989,2/10/2014 5:50:00,12/30/2014 5:34:00,718
4957153,4957153,6/9/2014 0:00:00,6/8/2015 0:00:00,Fish net/dragnet,0,0,2992,1/1/2014 0:21:00,11/25/2014 15:47:00,718
4957165,4957165,3/23/2016 0:00:00,3/22/2017 0:00:00,Purse Seine Small Pelagics,20,5.71,1284,1/1/2014 0:50:00,4/29/2014 5:14:00,711
4957168,BANDAR NELAYAN - 78,8/26/2016 0:00:00,8/25/2017 0:00:00,Squid hooking,26.3,7.38,8299,8/31/2016 3:26:00,6/20/2017 23:31:00,718
4957170,BANDAR NELAYAN 83,5/25/2016 0:00:00,5/24/2017 0:00:00,Squid hooking,26.71,7.47,23955,1/1/2014 0:32:00,1/14/2017 8:25:00,718
4957172,4957172,6/9/2014 0:00:00,6/8/2015 0:00:00,Fish net/dragnet,0,0,989,7/31/2014 6:20:00,9/12/2014 8:40:00,718
4957174,4957174,6/9/2014 0:00:00,6/8/2015 0:00:00,Fish net/dragnet,0,0,2636,2/14/2014 8:12:00,2/26/2015 12:03:00,718
4957176,REMAJA ABADI,7/30/2016 0:00:00,7/29/2017 0:00:00,Stick-Held lift net,21.7,6.8,8758,1/1/2016 0:57:00,4/24/2017 2:43:00,"712, 711"
4957177,BANDAR NELAYAN 102,8/22/2016 0:00:00,8/21/2017 0:00:00,Longline Tuna,26.16,7.8,1138,1/17/2016 2:40:00,2/14/2017 8:24:00,2
4957178,BANDAR NELAYAN 222,5/26/2016 0:00:00,5/25/2017 0:00:00,Squid hooking,26.71,7.4,13369,1/1/2016 0:12:00,5/1/2017 9:02:00,718
4957179,SUMBER NELAYAN - 20,2/12/2017 0:00:00,2/11/2018 0:00:00,Squid hooking,25.23,6.9,4417,12/14/2016 0:44:00,6/20/2017 23:10:00,718
4957181,BANDAR NELAYAN 36,5/26/2016 0:00:00,5/25/2017 0:00:00,Squid hooking,25.29,7.38,15674,1/1/2014 0:20:00,1/23/2017 3:29:00,718
4957182,BANDAR NELAYAN 103,8/26/2016 0:00:00,8/25/2017 0:00:00,Squid hooking,25.44,7.73,7560,1/18/2016 0:28:00,6/20/2017 23:15:00,718
4957184,4957184,6/9/2014 0:00:00,6/8/2015 0:00:00,Fish net/dragnet,0,0,2840,1/1/2014 0:31:00,4/26/2015 23:51:00,718
4957185,4957185,6/9/2014 0:00:00,6/8/2015 0:00:00,Fish net/dragnet,0,0,2088,1/1/2014 0:46:00,11/18/2014 3:59:00,718
4957186,MEKAR MANDIRI,12/14/2016 0:00:00,12/13/2017 0:00:00,Longline Tuna,24.67,7.55,3754,12/23/2016 1:38:00,6/20/2017 23:53:00,2
4957187,BANDAR NELAYAN 38,8/12/2016 0:00:00,8/11/2017 0:00:00,Squid hooking,26.42,7.37,10122,3/23/2016 7:17:00,6/20/2017 23:57:00,718
4957193,CHARLY TUNA WIJAYA - 7,9/23/2016 0:00:00,9/22/2017 0:00:00,Oceanic gillnet,26.45,7.5,4718,11/21/2016 23:15:00,6/20/2017 23:12:00,718
4957194,JIMMY WIJAYA 24,11/17/2015 0:00:00,11/16/2016 0:00:00,Longline Tuna,27.48,7.86,13218,1/1/2014 0:11:00,8/31/2016 14:26:00,"572, 573"
4957196,BANDAR NELAYAN 82,5/27/2016 0:00:00,5/26/2017 0:00:00,Squid hooking,26.63,7.65,25385,1/1/2014 0:36:00,6/20/2017 23:21:00,718
4957400,4957400,4/5/2016 0:00:00,4/4/2017 0:00:00,Purse Seine Group (2 boat) Small Pelagics,26.28,7.1,8426,1/1/2014 0:19:00,8/5/2015 6:26:00,718
4957400,SANJAYA II,4/5/2016 0:00:00,4/4/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.98,8,3659,5/2/2016 7:57:00,1/5/2017 14:58:00,718
4957401,BANDAR NELAYAN - 237,10/9/2016 0:00:00,10/8/2017 0:00:00,Squid hooking,25.46,7.16,4807,9/20/2016 0:20:00,6/20/2017 23:18:00,718
4957402,MAHARANI SAMUDERA III,5/28/2016 0:00:00,5/27/2017 0:00:00,Squid hooking,24.48,6.68,2736,1/1/2014 0:46:00,6/29/2016 0:27:00,718
4957403,BANDAR NELAYAN - 17,5/31/2017 0:00:00,5/30/2018 0:00:00,Longline Tuna,26.23,7.24,2,6/15/2017 4:25:00,6/15/2017 5:19:00,2
4957404,BANDAR NELAYAN - 213,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,25.69,7.28,34,5/26/2017 8:21:00,6/20/2017 23:24:00,718
4957406,BANDAR NELAYAN - 230,10/9/2016 0:00:00,10/8/2017 0:00:00,Squid hooking,26.42,7.4,1281,9/5/2016 2:18:00,6/20/2017 23:37:00,718
4957407,BANDAR NELAYAN - 112,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,26.99,7.1,676,4/20/2017 0:19:00,6/20/2017 23:27:00,718
4957409,BANDAR NELAYAN - 37,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,26.52,7.37,470,5/18/2017 7:22:00,6/20/2017 23:58:00,718
4957410,BANDAR NELAYAN 268,5/26/2016 0:00:00,5/25/2017 0:00:00,Squid hooking,25.16,7.05,20222,1/2/2014 5:02:00,12/14/2016 5:42:00,718
4957412,BANDAR NELAYAN - 08,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,26.36,7.67,334,4/20/2017 0:44:00,5/23/2017 6:13:00,718
4957413,ANUGERAH LAUT II,2/3/2016 0:00:00,2/2/2017 0:00:00,Stick-Held lift net,23.18,6.6,23669,4/22/2014 7:46:00,3/15/2017 7:02:00,711
4957414,4957414,7/15/2014 0:00:00,5/3/2015 0:00:00,Shrimp net,21.84,7.42,13096,1/1/2014 0:51:00,8/2/2015 1:24:00,718
4957416,BANDAR NELAYAN - 232,7/23/2017 0:00:00,7/22/2018 0:00:00,Squid hooking,25.32,7.04,336,6/7/2017 0:58:00,6/20/2017 23:59:00,718
4957419,BANDAR NELAYAN - 217,5/26/2017 0:00:00,5/25/2018 0:00:00,Squid hooking,27.94,7.6,495,4/20/2017 0:35:00,6/15/2017 4:53:00,718
4957420,4957420,8/25/2014 0:00:00,8/24/2015 0:00:00,Shrimp net,21.5,8.1,14247,1/9/2014 7:06:00,12/30/2015 23:46:00,718
4957421,4957421,7/15/2014 0:00:00,5/3/2015 0:00:00,Shrimp net,21.84,7.42,11620,1/1/2014 0:48:00,8/2/2015 5:21:00,718
4957422,BANDAR NELAYAN - 68,9/4/2016 0:00:00,9/3/2017 0:00:00,Squid hooking,26.81,7.74,48934,8/25/2016 0:48:00,6/20/2017 23:26:00,718
4957426,SUN RISE-IV,7/18/2016 0:00:00,7/17/2017 0:00:00,Squid hooking,26.12,7.38,5685,9/19/2016 14:21:00,6/13/2017 11:12:00,718
4957429,4957429,7/28/2014 0:00:00,7/27/2015 0:00:00,Shrimp net,22.94,6.4,16170,1/1/2014 0:54:00,12/30/2015 23:48:00,718
4957430,BANDAR NELAYAN - 107,9/4/2016 0:00:00,9/3/2017 0:00:00,Squid hooking,26.71,7.65,5894,8/25/2016 0:25:00,6/20/2017 23:00:00,718
4957431,4957431,6/1/2016 0:00:00,5/31/2017 0:00:00,Squid hooking,25.82,7.18,12100,2/11/2014 4:56:00,12/30/2015 23:52:00,718
4957433,BANDAR NELAYAN - 223,6/10/2016 0:00:00,6/9/2017 0:00:00,Squid hooking,25.96,7,3776,1/4/2016 2:52:00,9/4/2016 23:07:00,718
4957434,DWI SUKSES SEMESTA,8/28/2016 0:00:00,8/27/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.28,7.7,1250,1/15/2016 11:18:00,5/8/2017 9:00:00,"572, 573"
4957435,4957435,7/15/2014 0:00:00,5/3/2015 0:00:00,Shrimp net,21.84,7.42,10553,1/1/2014 1:01:00,8/2/2015 4:12:00,718
4957437,BANDAR NELAYAN - 206,9/4/2016 0:00:00,9/3/2017 0:00:00,Squid hooking,25.62,7.35,6664,8/25/2016 0:22:00,6/20/2017 23:12:00,718
4957438,TAO TOBA JAYA X,5/3/2016 0:00:00,5/2/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.3,6.94,3721,5/19/2016 12:05:00,6/20/2017 23:10:00,573
4957438,4957438,5/3/2016 0:00:00,5/2/2017 0:00:00,Purse Seine Small Pelagics,25.3,6.94,7075,1/1/2014 6:34:00,7/10/2015 18:30:00,573
4958117,4958117,7/1/2015 0:00:00,6/30/2016 0:00:00,Transporter,23.6,5.1,12262,1/1/2014 0:03:00,6/30/2015 13:57:00,"716, 717"
4958119,4958119,4/3/2015 0:00:00,4/2/2016 0:00:00,Transporter,23.95,6.4,4626,1/3/2014 12:12:00,12/11/2014 4:51:00,
4958132,SUGIH ABADI JAYA,4/14/2017 0:00:00,4/13/2018 0:00:00,Squid hooking,22.6,5.1,2649,12/14/2016 0:50:00,5/14/2017 4:58:00,"718, 715"
4958133,SINAR JAYA II,5/26/2016 0:00:00,5/25/2017 0:00:00,Squid hooking,26.86,7.38,11646,2/13/2014 13:27:00,6/20/2017 23:31:00,718
4958137,LANGSUNG JAYA BAHANA,1/3/2015 0:00:00,1/2/2016 0:00:00,Purse Seine Big Pelagics with one boat,25.86,7.5,2584,1/15/2014 7:01:00,2/18/2017 23:42:00,"572, 573"
4958139,DWI SUKSES FORTUNA,10/12/2016 0:00:00,10/11/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.58,7.85,571,9/24/2016 11:01:00,5/28/2017 6:08:00,"572, 573"
4958146,4958146,7/7/2014 0:00:00,7/6/2015 0:00:00,Fish net/dragnet,33.53,7,2288,1/1/2014 0:21:00,11/15/2014 13:24:00,718
4958147,PULAU PERMATA II,7/19/2016 0:00:00,7/18/2017 0:00:00,Squid hooking,23.87,7.55,11402,1/1/2016 0:56:00,6/20/2017 23:08:00,718
4958148,SUMBER ANUGERAH I,4/5/2015 0:00:00,4/4/2016 0:00:00,Transporter,23.82,7.52,3371,1/1/2014 0:32:00,2/29/2016 12:52:00,
4958149,JIMMY INDAH IV,7/14/2015 0:00:00,7/13/2016 0:00:00,Longline Tuna,23.02,7.02,5376,2/27/2014 6:38:00,8/2/2016 6:59:00,2
4958150,NUSANTARA 18,9/29/2014 0:00:00,9/28/2015 0:00:00,Stick-Held lift net,22.18,6.12,12888,1/1/2014 0:51:00,5/16/2016 2:20:00,711
4958151,MALUKU JAYA KARYA,3/29/2017 0:00:00,12/1/2017 0:00:00,Transporter,30.78,9.25,1531,3/29/2017 0:56:00,6/20/2017 22:09:00,
4958152,SANJAYA 66,8/7/2016 0:00:00,8/5/2017 0:00:00,Squid hooking,25.18,7.25,10673,1/1/2016 0:07:00,5/12/2017 2:58:00,718
4958153,4958153,7/7/2014 0:00:00,7/6/2015 0:00:00,Fish net/dragnet,34.78,8,6641,1/1/2014 0:33:00,11/27/2014 3:36:00,718
4958154,ALAM SEKAR,8/27/2016 0:00:00,8/26/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.78,7.18,10285,1/6/2016 2:33:00,6/20/2017 23:22:00,"572, 573"
4958158,4958158,4/8/2016 0:00:00,4/7/2017 0:00:00,Longline Tuna,25.84,7.52,9832,3/2/2014 10:00:00,7/20/2014 8:34:00,"573, 572"
4958161,SUMAN JAYA PERKASA - IX,8/26/2016 0:00:00,8/25/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.86,6.92,836,9/19/2016 16:55:00,5/21/2017 3:05:00,"572, 573"
4958162,BINTANG KASIH UTAMA,9/24/2016 0:00:00,9/23/2017 0:00:00,Longline Tuna,26.55,7.84,4830,9/20/2016 0:12:00,6/20/2017 23:18:00,"572, 573"
4958939,KARYA MAKMUR - I,6/24/2016 0:00:00,6/23/2017 0:00:00,Oceanic gillnet,25.32,7.5,3848,11/18/2016 4:54:00,5/22/2017 23:26:00,718
4958944,4958944,6/17/2014 0:00:00,6/16/2015 0:00:00,Fish net/dragnet,0,0,14,2/5/2014 18:19:00,2/8/2014 2:26:00,711
4958946,HEN - II,5/12/2017 0:00:00,5/11/2018 0:00:00,Longline Tuna,26.35,7.15,3,5/23/2017 9:22:00,5/23/2017 9:25:00,2
4958947,BALI PERMAI 189,10/28/2016 0:00:00,10/27/2017 0:00:00,Longline Tuna,27.5,7.65,2139,12/22/2016 3:49:00,6/20/2017 21:06:00,"572, 573"
4958948,BAHAGIA,10/14/2016 0:00:00,10/13/2017 0:00:00,Squid hooking,26.78,7.4,6724,9/20/2016 0:10:00,6/20/2017 23:55:00,718
4958950,BUDY JAYA 18,8/5/2016 0:00:00,8/4/2017 0:00:00,Squid hooking,26.73,8.05,9924,1/1/2016 0:32:00,6/20/2017 22:34:00,718
4958951,4958951,9/20/2014 0:00:00,9/19/2015 0:00:00,Longline Tuna,24.45,5.5,110,9/29/2014 7:18:00,5/15/2015 6:02:00,2
4958952,VICTORY BARU JAYA,7/26/2016 0:00:00,7/25/2017 0:00:00,Oceanic gillnet,21.1,5.9,3859,1/13/2016 7:59:00,9/25/2016 22:09:00,718
4958953,MERAUKE JAYA,8/5/2016 0:00:00,8/4/2017 0:00:00,Squid hooking,26.4,7.5,10872,1/1/2016 0:23:00,6/18/2017 9:08:00,718
4958954,BENOA JAYA,4/27/2017 0:00:00,4/26/2018 0:00:00,Longline Tuna,27.1,8.1,798,5/11/2017 6:46:00,6/20/2017 23:58:00,2
4958956,DWI SUKSES SAMUDRA,10/6/2016 0:00:00,10/5/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.92,7.55,688,9/20/2016 0:54:00,6/6/2017 4:16:00,"572, 573"
4958957,PERINTIS JAYA ABADI,9/20/2016 0:00:00,9/19/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.26,6.9,1295,1/8/2016 8:07:00,6/10/2017 4:45:00,"572, 573"
4958961,4958961,9/18/2015 0:00:00,9/17/2016 0:00:00,Longline Tuna,26.54,7.15,7131,1/1/2014 0:52:00,2/22/2015 3:54:00,"573, 572"
4958964,FAK-FAK JAYA,8/5/2016 0:00:00,8/4/2017 0:00:00,Squid hooking,28.35,8,7615,1/1/2016 0:57:00,6/20/2017 23:55:00,718
4958965,SANJAYA - 12,10/21/2016 0:00:00,7/7/2017 0:00:00,Transporter,26.84,7.78,3905,9/20/2016 0:39:00,3/18/2017 19:45:00,
4958966,FELICIA 18,12/3/2015 0:00:00,12/2/2016 0:00:00,Longline Tuna,24.66,7.28,10230,1/1/2014 0:34:00,9/17/2016 9:24:00,2
4958968,SANJAYA - 21,6/5/2017 0:00:00,6/4/2018 0:00:00,Squid hooking,26.88,7.65,757,4/28/2017 0:28:00,6/13/2017 8:20:00,718
4958969,SANJAYA 26,2/25/2016 0:00:00,2/24/2017 0:00:00,Hand Line Tuna,26.14,7.59,5413,3/31/2016 7:26:00,1/6/2017 10:53:00,718
4958974,4958974,7/14/2014 0:00:00,7/13/2015 0:00:00,Shrimp net,28.16,5.97,4724,1/1/2014 0:36:00,2/3/2015 23:43:00,718
4958977,DAMARINA - 328,3/7/2017 0:00:00,10/25/2017 0:00:00,Squid hooking,25.52,7.54,2539,2/21/2017 0:03:00,6/20/2017 23:58:00,718
4958980,SURYA TERANG - 88,5/14/2017 0:00:00,5/13/2018 0:00:00,Longline Tuna,25.36,7.12,626,5/16/2017 0:27:00,6/20/2017 23:16:00,2
4958982,DWI SUKSES LESTARI,6/5/2015 0:00:00,6/4/2016 0:00:00,Longline Tuna,27.25,7.81,8195,1/9/2014 1:47:00,6/20/2017 3:48:00,"572, 573"
4958984,4958984,7/25/2013 0:00:00,7/24/2014 0:00:00,Transporter,41.5,8,4551,1/1/2014 0:59:00,8/7/2014 0:18:00,
4960937,CILACAP JAYA KARYA,5/21/2016 0:00:00,5/20/2017 0:00:00,Transporter,23.84,7.2,26237,1/1/2014 0:40:00,6/20/2017 23:26:00,
4960938,BALI JAYA 189,8/4/2016 0:00:00,8/3/2017 0:00:00,Squid hooking,24,5.5,6921,2/11/2016 9:05:00,6/20/2017 23:43:00,718
4960940,SANJAYA 1,6/23/2016 0:00:00,6/22/2017 0:00:00,Squid hooking,25.4,7.94,27571,1/1/2014 3:30:00,6/20/2017 23:25:00,718
4960942,NUSANTARA VIII,5/4/2016 0:00:00,5/3/2017 0:00:00,Transporter,27,7.54,6549,1/1/2016 0:57:00,4/29/2017 20:46:00,
4960943,NUSANTARA - 188,10/14/2016 0:00:00,10/13/2017 0:00:00,Squid hooking,25.87,7.12,14835,9/20/2016 0:20:00,6/20/2017 23:26:00,718
4960945,4960945,9/19/2014 0:00:00,9/18/2015 0:00:00,Transporter,23.65,6.75,285,2/26/2014 6:02:00,6/24/2015 1:02:00,"715, 716"
4960946,JASA MINA UTAMA I,7/19/2016 0:00:00,7/18/2017 0:00:00,Longline Tuna,26.42,7.45,5726,2/13/2016 5:57:00,5/4/2017 10:11:00,573
4960947,NAILI XVIII,7/14/2016 0:00:00,7/13/2017 0:00:00,Oceanic gillnet,25.64,7.18,6775,1/1/2016 0:04:00,6/20/2017 23:12:00,718
4960948,SANJAYA - 168,6/23/2017 0:00:00,6/22/2018 0:00:00,Squid hooking,25.18,7.29,906,4/28/2017 0:26:00,6/12/2017 18:39:00,718
4960949,BALI PERMAI 169,8/5/2016 0:00:00,8/4/2017 0:00:00,Longline Tuna,27.5,7.65,2103,1/31/2016 6:41:00,6/6/2017 8:45:00,"572, 573"
4960950,MAHAKAM JAYA I,8/4/2016 0:00:00,8/3/2017 0:00:00,Squid hooking,25.44,7.05,9236,1/1/2016 0:35:00,6/20/2017 23:37:00,718
4960951,PULAU CENDRAWASIH III,5/19/2016 0:00:00,5/18/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.42,7.28,14097,2/24/2014 6:23:00,5/22/2017 9:15:00,"572, 573"
4960952,SAMINDO 01,12/21/2016 0:00:00,8/30/2017 0:00:00,Purse Seine Big Pelagics with one boat,27.46,7.42,4188,12/14/2016 0:00:00,6/20/2017 23:48:00,"572, 573"
4960953,ANUGRAH INDAH - A,5/4/2017 0:00:00,5/3/2018 0:00:00,Purse Seine Big Pelagics with one boat,26,7.64,1924,3/29/2017 0:32:00,6/20/2017 23:06:00,"718, 573"
4960956,SUMBER MUTIARA,10/21/2016 0:00:00,10/20/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.42,9.2,7787,9/29/2016 11:25:00,4/23/2017 10:40:00,"711,711"
4960957,AMERANUS I,5/18/2011 0:00:00,5/17/2012 0:00:00,Transporter,8.2,3.35,8897,1/1/2016 9:13:00,1/30/2017 20:09:00,
4960958,4960958,4/22/2015 0:00:00,4/21/2016 0:00:00,Transporter,26.3,6,13268,1/1/2014 0:15:00,6/30/2015 13:57:00,
4960959,4960959,7/14/2014 0:00:00,7/13/2015 0:00:00,Transporter,45.95,8.6,2525,1/1/2014 1:46:00,10/20/2014 4:59:00,
4960960,MUTIARA SARI,1/21/2016 0:00:00,1/20/2017 0:00:00,Longline Tuna,24.34,6.68,19425,1/1/2014 0:33:00,12/10/2016 2:58:00,573
4960962,MINA KENCANA,12/23/2014 0:00:00,12/22/2015 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",27.5,5.8,26662,1/1/2014 0:47:00,6/20/2017 23:22:00,"714, 715,714, 715"
4960964,SINAR SELAMAT,2/23/2017 0:00:00,2/22/2018 0:00:00,Purse Seine Big Pelagics with one boat,23.5,6.76,8731,3/25/2017 11:23:00,6/20/2017 23:37:00,"572, 573"
4960966,SAMUDERA RAYA 08,10/16/2014 0:00:00,10/15/2015 0:00:00,Transporter,26.11,7.98,9839,3/26/2014 6:37:00,4/9/2016 7:33:00,
4960969,LESTARI BAHARI,4/27/2017 0:00:00,4/26/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",30.93,8,1645,3/29/2017 0:58:00,6/20/2017 23:24:00,"711,711"
4960970,DANAU TOBA INDAH VII,5/2/2016 0:00:00,5/1/2017 0:00:00,Purse Seine Big Pelagics with one boat,27.24,7.45,867,5/17/2016 6:53:00,3/1/2017 6:41:00,"572, 573"
4960971,RAJAWALI - I,9/11/2016 0:00:00,9/10/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.72,7.12,5678,9/19/2016 16:36:00,6/20/2017 23:27:00,"572, 573"
4960973,LANGSUNG JAYA CEMERLANG,5/19/2016 0:00:00,5/18/2017 0:00:00,Transporter,27.41,7.84,3105,1/8/2016 5:45:00,6/18/2017 9:15:00,
4960976,SUN JAYA - III,8/24/2016 0:00:00,8/23/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.78,7.48,400,12/23/2016 6:16:00,4/4/2017 6:30:00,"572, 573"
4961334,BINTANG MAS MAKMUR,3/3/2016 0:00:00,3/2/2017 0:00:00,Transporter,26.77,7.7,6350,1/1/2014 0:39:00,4/26/2017 4:52:00,
4961336,4961336,6/11/2014 0:00:00,6/10/2015 0:00:00,Transporter,27.12,7.78,23672,4/21/2014 3:33:00,7/1/2015 2:13:00,
4961338,JAYA BALI BERSAUDARA V,12/30/2015 0:00:00,12/29/2016 0:00:00,Longline Tuna,26.22,7.96,19843,2/17/2014 7:18:00,5/12/2017 0:34:00,2
4961339,BAHARI 368,4/25/2017 0:00:00,4/24/2018 0:00:00,Longline Tuna,23.52,6.87,2253,3/13/2017 0:15:00,6/20/2017 23:33:00,2
4961341,SUMBER JAYA,11/17/2016 0:00:00,11/16/2017 0:00:00,Squid hooking,24.17,7,2797,11/24/2016 6:09:00,3/16/2017 1:35:00,718
4961343,REJEKI JAYA 18,9/7/2016 0:00:00,9/6/2017 0:00:00,Transporter,27.28,7.76,9674,1/1/2016 0:59:00,6/15/2017 16:51:00,
4961344,4961344,3/7/2016 0:00:00,3/6/2017 0:00:00,Transporter,26.92,7.61,10451,1/1/2014 0:30:00,10/11/2015 4:31:00,718
4961344,SANJAYA 7,3/7/2016 0:00:00,3/6/2017 0:00:00,Hand Line Tuna,26.92,7.61,5397,3/25/2016 3:44:00,3/8/2017 13:56:00,718
4961345,ANUGRAH INDAH,5/11/2016 0:00:00,5/10/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.9,8.2,10946,3/13/2014 8:24:00,4/13/2017 8:50:00,"572, 573"
4961346,BANDAR NELAYAN 168,7/18/2016 0:00:00,7/17/2017 0:00:00,Longline Tuna,25.64,7.57,8633,3/31/2016 6:57:00,6/20/2017 6:59:00,2
4961347,FELICIA - 8,5/29/2016 0:00:00,5/28/2017 0:00:00,Longline Tuna,23.28,6.86,10130,2/5/2014 5:18:00,6/11/2017 2:49:00,2
4961348,BALI PERMAI 68,7/29/2016 0:00:00,7/28/2017 0:00:00,Longline Tuna,26.13,6.92,4414,1/1/2016 0:58:00,6/20/2017 23:30:00,"572, 573"
4961349,BANDAR NELAYAN 126,7/18/2016 0:00:00,7/17/2017 0:00:00,Longline Tuna,26.41,7.36,11397,1/1/2016 0:51:00,6/20/2017 5:45:00,2
4961352,CHIU SHIH 02,10/7/2015 0:00:00,10/6/2016 0:00:00,Longline Tuna,25.73,7.56,13068,1/3/2014 3:38:00,9/16/2016 14:28:00,2
4961354,HEN,1/25/2016 0:00:00,1/24/2017 0:00:00,Longline Tuna,28.55,7.1,949,1/21/2016 3:25:00,10/21/2016 6:16:00,2
4961354,4961354,1/25/2016 0:00:00,1/24/2017 0:00:00,Longline Tuna,30.85,7.1,5435,6/11/2014 2:18:00,3/1/2015 0:23:00,2
4961356,BANDAR NELAYAN - 127,7/18/2017 0:00:00,7/17/2018 0:00:00,Longline Tuna,26.59,7.57,25,6/20/2017 0:47:00,6/20/2017 23:50:00,2
4961357,FRANSISKA 6,4/19/2016 0:00:00,4/18/2017 0:00:00,Longline Tuna,20.07,5.06,7821,1/1/2014 0:20:00,11/2/2016 3:29:00,2
4961359,TRANS MITRAMAS 111 ,5/31/2014 0:00:00,5/30/2015 0:00:00,Transporter,49.54,8.1,12284,1/1/2014 0:39:00,1/22/2017 12:24:00,717
4961360,SANJAYA V,6/5/2016 0:00:00,6/4/2017 0:00:00,Squid hooking,25.82,7.4,10109,1/1/2016 0:32:00,6/11/2017 7:35:00,718
4961363,4961363,7/1/2014 0:00:00,6/30/2016 0:00:00,Transporter,30.53,4.8,2364,1/13/2014 2:21:00,1/15/2015 19:09:00,"716, 717"
4961369,4961369,8/12/2013 0:00:00,8/11/2014 0:00:00,Transporter,30.11,6.6,5376,1/3/2014 4:58:00,1/30/2015 15:13:00,
4961371,4961371,5/31/2014 0:00:00,5/30/2015 0:00:00,Purse Seine Group (2 boat) Big Pelagics,34.29,7.01,7955,1/1/2014 0:32:00,5/30/2015 6:50:00,717
4962002,TAO TOBA JAYA - IV,10/8/2016 0:00:00,10/7/2017 0:00:00,Purse Seine Small Pelagics,22.2,5.4,129,11/11/2016 7:35:00,5/19/2017 2:46:00,"572, 573"
4962006,FUJIYAMA,3/17/2017 0:00:00,3/16/2018 0:00:00,Squid hooking,25.75,6.72,917,3/22/2017 0:52:00,6/20/2017 23:38:00,718
4962008,NUSANTARA INDAH - III,8/28/2016 0:00:00,8/27/2017 0:00:00,Purse Seine Big Pelagics with one boat,26.69,6.92,181,12/14/2016 0:28:00,4/15/2017 9:32:00,"572, 573"
4962009,4962009,4/21/2014 0:00:00,4/20/2015 0:00:00,Longline Tuna,26.5,6.1,8598,1/1/2014 0:49:00,3/11/2015 8:54:00,573
4962010,MITRA MAJU BAHARI,9/9/2016 0:00:00,9/8/2017 0:00:00,Hand Line Tuna,25.56,7.16,4406,9/20/2016 0:42:00,3/23/2017 8:15:00,718
4962011,SINAR BUANA,8/20/2016 0:00:00,8/19/2017 0:00:00,Hand Line Tuna,25.92,6.72,10701,1/1/2016 0:18:00,6/3/2017 8:17:00,718
4964113,FAK - FAK JAYA - II,8/19/2016 0:00:00,8/18/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.59,6.82,5390,8/25/2016 0:50:00,6/20/2017 23:25:00,"715,715"
4964114,SANJAYA 8,8/13/2014 0:00:00,8/12/2015 0:00:00,Transporter,26.64,7.6,13237,1/2/2014 1:53:00,6/20/2017 23:06:00,573
4964115,4964115,2/25/2016 0:00:00,2/24/2017 0:00:00,Transporter,26.92,7.64,7338,1/23/2014 6:54:00,12/30/2015 23:25:00,718
4964115,SANJAYA 6,2/25/2016 0:00:00,2/24/2017 0:00:00,Hand Line Tuna,26.92,7.64,9146,1/1/2016 0:25:00,3/30/2017 1:02:00,718
4964117,SANJAYA 28,6/5/2016 0:00:00,6/4/2017 0:00:00,Squid hooking,26.39,7.86,10797,1/4/2016 12:04:00,5/28/2017 9:36:00,718
