transmitter_no,shipname,begin_date,end_date,registered_gear_type,length,width,num_messages,date_first_broadcast,date_last_broadcast,registered_fishing_region
4495286,SINAR LAUTAN MAKMUR I,3/12/2016 0:00:00,3/11/2017 0:00:00,Hand Line Tuna,15.79,5.25,6177,1/15/2016 3:52:00,4/1/2017 5:27:00,718
4496343,BUANA BUA,5/6/2017 0:00:00,5/5/2018 0:00:00,Squid hooking,21.87,6.8,210,5/26/2017 3:54:00,6/12/2017 9:04:00,718
4496624,INDOTUNA 268,5/26/2016 0:00:00,5/25/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.36,6,8145,1/1/2016 0:44:00,5/19/2017 1:08:00,"715,715"
4498404,NUSANTARA JAYA 28,3/9/2017 0:00:00,3/8/2018 0:00:00,"Lampara Seine Nets,Purse Seine Small Pelagics",24.67,7.55,2605,2/21/2017 0:32:00,6/20/2017 23:54:00,"718,718"
4498946,NAGA MAS PERKASA XV,5/20/2016 0:00:00,5/19/2017 0:00:00,Longline Tuna,21.4,5.62,549,1/6/2016 0:16:00,6/9/2016 1:53:00,"572, 573"
4499038,RUKUN ARTHA SANTOSO - 09,5/4/2016 0:00:00,5/3/2017 0:00:00,Purse Seine Big Pelagics with one boat,21.5,7.5,40948,8/29/2016 14:50:00,2/27/2017 6:13:00,"572, 573"
4499039,TAO TOBA VI,6/2/2016 0:00:00,6/1/2017 0:00:00,Stick-Held lift net,24.86,7.4,12334,3/17/2015 3:29:00,6/18/2017 2:34:00,711
4499040,VARIA UTAMA - I,2/3/2017 0:00:00,2/2/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",27.44,8.3,909,12/14/2016 0:14:00,6/19/2017 23:41:00,"711,711"
4499777,BAHARI - 09,10/13/2016 0:00:00,10/12/2017 0:00:00,Longline Tuna,25.87,7.5,3542,9/20/2016 0:31:00,2/20/2017 23:11:00,2
4500441,CAHAYA SINAR SURYA,3/8/2017 0:00:00,3/7/2018 0:00:00,Purse Seine Big Pelagics with one boat,28.31,8.06,11571,2/28/2017 7:54:00,6/20/2017 3:49:00,573
4501655,SURYA SINAR ABADI,7/8/2017 0:00:00,7/7/2018 0:00:00,Basic longline,15.02,5.8,47,5/16/2017 7:21:00,5/18/2017 5:31:00,713
4502182,MATAHARI 03,2/14/2016 0:00:00,2/13/2017 0:00:00,Pole-and-line,24.55,4.1,2768,1/1/2016 0:55:00,4/28/2017 5:37:00,716
4502183,BINTANG TERANG,6/30/2017 0:00:00,6/29/2018 0:00:00,Purse Seine Big Pelagics with one boat,19.54,7.55,1098,4/28/2017 0:04:00,6/20/2017 23:58:00,573
4502184,LAUTAN SAMUDERA - VI,3/9/2017 0:00:00,3/8/2018 0:00:00,Squid hooking,25.18,7.76,976,3/13/2017 0:03:00,4/23/2017 0:19:00,718
4502185,MUSAMUS I,2/12/2016 0:00:00,2/11/2017 0:00:00,Oceanic gillnet,18.8,4.21,3162,1/1/2016 0:06:00,11/5/2016 7:32:00,"718, 715"
4502187,MINA BARUNA - I,10/21/2016 0:00:00,10/20/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.2,7.63,4399,9/29/2016 11:34:00,5/31/2017 5:34:00,573
4503143,ABADI - 13,2/3/2017 0:00:00,2/2/2018 0:00:00,Anchored gillnets,22.52,6.55,65,4/2/2017 9:26:00,4/19/2017 8:37:00,711
4503146,AVENTADOR 168,2/4/2016 0:00:00,2/3/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.44,5.05,2618,2/26/2015 8:19:00,3/16/2016 16:07:00,716
4504109,BALI JAYA 190,3/9/2015 0:00:00,3/8/2016 0:00:00,Squid hooking,24.38,7.27,6937,1/1/2016 0:51:00,6/20/2017 23:56:00,718
4504139,VARIA KARUNIA,2/24/2017 0:00:00,2/23/2018 0:00:00,Stick-Held lift net,24,7.07,11119,3/12/2017 9:02:00,6/20/2017 8:53:00,711
4507202,INKA MINA 765,12/4/2014 0:00:00,12/3/2015 0:00:00,Purse Seine Small Pelagics,24.42,4.85,50,11/11/2016 1:10:00,11/13/2016 2:07:00,713
4507477,USAHA JAYA - VIII,12/31/2016 0:00:00,12/31/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.12,7.48,4713,10/24/2016 0:00:00,6/20/2017 23:35:00,"711,711"
4507478,KARUNIA 888,2/13/2015 0:00:00,2/12/2016 0:00:00,Purse Seine Big Pelagics with one boat,28.52,7,5083,2/23/2015 3:17:00,5/31/2016 6:10:00,716
4507480,VICTORY SENTOSA,5/20/2016 0:00:00,5/19/2017 0:00:00,Purse Seine Big Pelagics with one boat,28.03,8.6,10337,1/1/2016 0:38:00,6/20/2017 23:13:00,"572, 573"
4507481,BINTANG MAS SAMUDRA I,5/20/2016 0:00:00,5/19/2017 0:00:00,Purse Seine Big Pelagics with one boat,29.02,8.32,9813,1/1/2016 0:08:00,5/19/2017 3:10:00,573
4507938,INKA MINA 82,12/2/2016 0:00:00,12/1/2017 0:00:00,Oceanic gillnet,17.2,4.2,3109,12/2/2016 9:11:00,6/20/2017 23:56:00,711
4508127,SEMANGAT BERSAMA,3/11/2016 0:00:00,3/10/2017 0:00:00,Purse Seine Big Pelagics with one boat,24.48,7.65,2617,4/20/2016 23:53:00,6/20/2017 23:43:00,"572, 573"
4508580,EUNZO,12/2/2016 0:00:00,12/1/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.92,4.9,2597,11/29/2016 2:34:00,6/20/2017 23:15:00,"715, 716,715, 716"
4509085,INKA MINA 641,12/10/2015 0:00:00,12/9/2016 0:00:00,Anchored gillnets,17.92,4.96,4952,1/30/2016 5:46:00,5/29/2017 2:20:00,711
4509088,VARIA FORTUNA,9/23/2016 0:00:00,9/22/2017 0:00:00,Stick-Held lift net,25.8,7.3,3217,9/20/2016 8:03:00,4/27/2017 10:14:00,711
4509110,IBADA,8/23/2016 0:00:00,8/22/2017 0:00:00,Anchored gillnets,19.02,5.64,113,2/8/2017 2:06:00,6/19/2017 18:33:00,711
4509222,CITRA NUSANTARA JAYA,7/2/2016 0:00:00,7/1/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.05,5.86,8502,3/30/2016 3:54:00,6/20/2017 8:53:00,"572, 573,572, 573"
4509225,INKA MINA 461,10/3/2015 0:00:00,10/2/2016 0:00:00,Purse Seine Small Pelagics,21.2,4.15,731,3/28/2016 6:47:00,9/18/2016 19:02:00,715
4509226,HASIL TERUS - III,6/21/2016 0:00:00,6/20/2017 0:00:00,Stick-Held lift net,21.82,5.69,133,2/14/2017 3:02:00,5/22/2017 7:23:00,711
4509226,HASIL TERUS III,6/21/2016 0:00:00,6/20/2017 0:00:00,Stick-Held lift net,5.69,2.26,1289,3/2/2015 2:53:00,11/11/2016 3:09:00,711
4509355,CAHAYA BUDI MAKMUR H-112,2/9/2017 0:00:00,2/8/2018 0:00:00,Purse Seine Big Pelagics with one boat,28.72,8.9,1594,4/10/2017 10:06:00,6/20/2017 23:54:00,"572, 573"
4509421,REJEKI SAMUDERA 78,5/12/2016 0:00:00,5/11/2017 0:00:00,Squid hooking,25.78,7,9269,1/1/2016 0:14:00,6/20/2017 23:23:00,718
4509422,KEMILAU ABADI III,12/17/2014 0:00:00,12/16/2015 0:00:00,Purse Seine Small Pelagics,24.63,6.8,4348,1/1/2016 0:11:00,9/8/2016 0:19:00,715
4509423,RUKUN ARTA SANTOSA - 03,4/13/2016 0:00:00,4/12/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",19.34,6.85,3040,9/13/2016 0:22:00,5/30/2017 1:44:00,"712, 713,712, 713"
4509463,MEKAR JAYA,9/12/2016 0:00:00,9/11/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.65,6.61,1639,12/15/2016 2:42:00,6/18/2017 9:45:00,"712, 713,712, 713"
4509464,SUMBER MUTIARA,3/19/2015 0:00:00,3/18/2016 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.23,6.8,10299,2/6/2015 8:37:00,2/22/2017 2:24:00,"572,572"
4509488,MAKMUR SENTOSA,11/27/2016 0:00:00,10/26/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",21.86,6.5,3961,10/25/2016 2:50:00,6/20/2017 23:38:00,"711,711"
4509489,HASIL MELIMPAH - 9,10/16/2016 0:00:00,10/15/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.45,6.5,4053,9/20/2016 0:01:00,6/20/2017 23:21:00,"572, 573,572, 573"
4509531,HARAPAN MULIA 1,5/20/2016 0:00:00,5/19/2017 0:00:00,Transporter,25.3,6.08,4550,3/16/2016 8:49:00,6/20/2017 23:13:00,
4509532,KAPUAS JERUJU - III,12/15/2016 0:00:00,12/14/2017 0:00:00,Stick-Held lift net,22.06,6.6,2998,1/19/2017 8:06:00,6/20/2017 23:06:00,711
4510139,SUMBER FORTUNA,10/21/2016 0:00:00,10/20/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",26.63,7.98,3260,1/14/2017 20:36:00,6/20/2017 22:48:00,"711,711"
4511087,AQUARIUS VI,6/1/2016 0:00:00,5/31/2017 0:00:00,Purse Seine Big Pelagics with one boat,27.7,8.04,7909,1/1/2016 3:48:00,5/27/2017 9:53:00,"573, 572"
4511156,FIDEL 1,5/23/2017 0:00:00,5/22/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",31.32,5.96,2011,3/29/2017 0:34:00,6/20/2017 23:18:00,"715, 716,715, 716"
4511157,TUNAS BERSAUDARA 01,1/30/2016 0:00:00,1/29/2017 0:00:00,Purse Seine Small Pelagics,22,7.6,7250,1/6/2016 19:16:00,2/20/2017 8:20:00,"712, 713"
4511157,TUNAS BERSAUDARA - 01,1/30/2016 0:00:00,1/29/2017 0:00:00,Lampara Seine Nets,22,7.6,16,2/24/2017 2:02:00,2/24/2017 20:59:00,"712, 713"
4511756,ABADI 9,9/14/2016 0:00:00,9/13/2017 0:00:00,Anchored gillnets,18.15,5.32,7220,1/10/2016 9:24:00,4/20/2017 1:33:00,711
4511758,GOLDEN TUNA 66,12/31/2015 0:00:00,12/30/2016 0:00:00,Longline Tuna,23.17,5.9,14612,2/2/2015 6:05:00,6/17/2017 11:23:00,2
4511998,BANDAR NELAYAN - 2012,1/16/2017 0:00:00,1/15/2018 0:00:00,Squid hooking,26.63,7.65,2622,3/2/2017 7:41:00,6/20/2017 23:01:00,718
4511999,BANDAR NELAYAN - 2015,1/15/2017 0:00:00,1/14/2018 0:00:00,Squid hooking,26.67,7.66,4132,12/14/2016 0:22:00,6/20/2017 23:58:00,718
4512001,KELUARGA BAHARI LLB,12/21/2014 0:00:00,12/20/2015 0:00:00,Purse Seine Small Pelagics,20.4,6.4,1319,1/1/2016 11:40:00,9/16/2016 14:59:00,572
4512002,4512002,12/21/2014 0:00:00,12/20/2015 0:00:00,Purse Seine Small Pelagics,23.1,8,1,11/11/2015 14:08:00,11/11/2015 14:08:00,572
4512003,MANDALA B,4/3/2016 0:00:00,4/2/2017 0:00:00,Anchored gillnets,19.68,5.63,5722,1/22/2015 6:41:00,3/20/2017 2:21:00,711
4512004,ANDIL SAMUDRA - 03,8/27/2016 0:00:00,8/26/2017 0:00:00,"Anchored gillnets,Anchored gillnets",11,3.2,385,11/25/2016 2:38:00,4/21/2017 19:18:00,"711,711"
4512034,BERLIAN ABADI,2/13/2016 0:00:00,2/12/2017 0:00:00,Purse Seine Small Pelagics,22.8,6.1,8852,1/1/2016 0:40:00,2/14/2017 20:56:00,"712, 713"
4512143,JAYA ABADI II,9/6/2016 0:00:00,9/5/2017 0:00:00,Longline Tuna,24.86,6.96,195,11/1/2016 5:38:00,4/26/2017 0:18:00,"572, 573"
4512822,SENANG HATI PUTRA - 01,11/20/2016 0:00:00,11/19/2017 0:00:00,Anchored gillnets,23.62,6.29,2830,2/4/2017 10:08:00,6/20/2017 23:54:00,718
4513510,ATRIA - II,12/29/2015 0:00:00,12/28/2016 0:00:00,Transporter,21.82,6.46,588,3/30/2015 3:04:00,10/14/2016 16:09:00,
4513929,4513929,7/6/2015 0:00:00,7/5/2016 0:00:00,Oceanic gillnet,18.5,4.2,288,12/24/2014 6:14:00,11/17/2015 22:23:00,711
4513990,INKA MINA - 642,8/8/2016 0:00:00,8/7/2017 0:00:00,Anchored gillnets,18.05,4.96,893,10/16/2016 11:56:00,6/11/2017 2:08:00,711
4513991,IBADA-2,3/1/2016 0:00:00,2/28/2017 0:00:00,Anchored gillnets,20.22,6.16,2295,3/9/2015 4:59:00,12/23/2016 0:50:00,711
4513992,IBADA 11,4/21/2016 0:00:00,4/20/2017 0:00:00,Anchored gillnets,18.6,5.57,8430,2/19/2015 7:13:00,3/15/2017 8:17:00,711
4514749,PRIMA JATI PERKASA,8/28/2016 0:00:00,8/27/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.25,6.9,119,10/7/2016 2:06:00,2/25/2017 10:26:00,"711,711"
4515065,CAMAR - 225,3/17/2017 0:00:00,3/16/2018 0:00:00,"Lampara Seine Nets,Purse Seine Small Pelagics",25.3,7.96,1610,2/21/2017 0:24:00,6/16/2017 23:46:00,"711, 571,711, 571"
4515074,INKA MINA 917,8/28/2016 0:00:00,8/27/2017 0:00:00,Purse Seine Small Pelagics,20.2,4.47,85,8/25/2016 10:23:00,11/16/2016 19:00:00,"715, 716"
4515075,INKA MINA 913,8/28/2016 0:00:00,8/27/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",20.2,4.47,675,9/22/2016 2:17:00,6/20/2017 23:24:00,"715, 716,715, 716"
4515077,INKA MINA 916,8/24/2016 0:00:00,8/23/2017 0:00:00,Purse Seine Small Pelagics,20.2,4.47,298,1/30/2016 5:23:00,10/3/2016 8:17:00,"715, 716"
4515115,ABADI - 10,5/22/2017 0:00:00,5/21/2018 0:00:00,Oceanic gillnet,18.13,5.44,99,6/7/2017 4:01:00,6/20/2017 8:16:00,713
4517000,IBADA 12,5/20/2016 0:00:00,5/19/2017 0:00:00,Anchored gillnets,21.11,6.37,5498,1/18/2015 9:18:00,12/26/2016 0:37:00,711
4517001,DOMINICA,9/15/2016 0:00:00,9/14/2017 0:00:00,Purse Seine Small Pelagics,25.7,4.8,1872,9/19/2016 20:36:00,6/20/2017 23:21:00,715
4517002,METRO 06,10/3/2016 0:00:00,10/2/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23,4.7,1455,4/17/2017 12:10:00,6/20/2017 23:32:00,"715, 716,715, 716"
4517003,PUTRA HARAPAN - 28,12/23/2016 0:00:00,12/22/2017 0:00:00,Squid hooking,28.18,7.5,4043,12/14/2016 1:40:00,6/20/2017 23:01:00,718
4517004,PASIFIK - I,5/16/2017 0:00:00,5/15/2018 0:00:00,Anchored gillnets,22.49,6.66,22,6/20/2017 1:58:00,6/20/2017 23:49:00,718
4517005,JAYA B,3/6/2016 0:00:00,3/5/2017 0:00:00,Anchored gillnets,20.15,5.55,38,2/26/2015 0:01:00,12/16/2016 16:15:00,711
4517230,SINAR CEMERLANG - I,12/5/2016 0:00:00,12/4/2017 0:00:00,Purse Seine Small Pelagics,22.32,6,53,1/29/2017 6:00:00,2/11/2017 6:35:00,711
4517231,NOVENNA 188,10/21/2016 0:00:00,10/20/2017 0:00:00,Oceanic gillnet,24.78,7.7,65103,9/20/2016 0:47:00,6/20/2017 2:34:00,718
4517232,HENTRI 1,8/15/2011 0:00:00,8/14/2012 0:00:00,Stick-Held lift net,6.52,2.34,12634,1/1/2016 0:05:00,6/20/2017 23:50:00,718
4517327,INKA MINA 322,11/17/2015 0:00:00,11/16/2016 0:00:00,Longline Tuna,19,4.55,142,4/2/2016 1:40:00,3/17/2017 4:17:00,572
4517334,BINTANG MUTIARA JAYA,3/6/2016 0:00:00,3/5/2017 0:00:00,"Anchored gillnets,Anchored gillnets",12.41,2.74,6706,1/1/2016 10:49:00,1/12/2017 2:46:00,"713, 712,713, 712"
4517701,MITRA JAYA BERSAMA ,2/22/2017 0:00:00,2/21/2018 0:00:00,Squid hooking,18.26,7.45,2874,3/1/2017 3:41:00,6/20/2017 23:08:00,718
4517758,INKA MINA - 705,11/10/2016 0:00:00,11/9/2017 0:00:00,Anchored gillnets,17.9,5.04,132,12/14/2016 1:09:00,5/28/2017 1:41:00,711
4517768,AVE MARIA 01,1/16/2016 0:00:00,1/15/2017 0:00:00,Hand Line Tuna,20.5,5.1,461,10/21/2016 9:30:00,4/11/2017 7:19:00,"715, 716"
4517903,SUNDORA - 2,11/12/2016 0:00:00,11/11/2017 0:00:00,Anchored gillnets,17.7,5.25,20,12/26/2016 1:28:00,2/25/2017 2:32:00,711
4517904,BINTANG SAMUDRA KING,8/11/2016 0:00:00,8/10/2017 0:00:00,Anchored gillnets,23.68,6.26,1419,1/4/2016 22:54:00,5/24/2017 16:29:00,718
4517906,MANDALA - C,9/21/2016 0:00:00,9/20/2017 0:00:00,Anchored gillnets,19.32,5.37,97,12/8/2016 0:33:00,2/15/2017 1:36:00,711
4517907,KUSUMA KARYA,4/12/2016 0:00:00,4/11/2017 0:00:00,Anchored gillnets,19.1,5.75,3021,1/19/2015 3:46:00,6/5/2017 9:19:00,713
4517908,GAJAH SAMUDRA,5/31/2017 0:00:00,12/20/2017 0:00:00,Anchored gillnets,18.62,6.3,274,6/4/2017 7:24:00,6/20/2017 23:59:00,718
4517909,SAMUDERA PERKASA,9/23/2016 0:00:00,9/22/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",22.28,7.6,2901,12/21/2016 8:50:00,6/20/2017 23:01:00,"711,711"
4517911,ANGKASA MAKMUR,3/3/2017 0:00:00,3/2/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.19,6.93,1905,3/28/2017 5:26:00,6/20/2017 23:47:00,"713, 712,713, 712"
4517969,CHARLY TUNA WIJAYA -12,9/28/2016 0:00:00,9/27/2017 0:00:00,Longline Tuna,24.63,6.38,5181,11/4/2016 7:50:00,6/20/2017 23:53:00,"572, 573"
4518896,INKA MINA 930,6/1/2016 0:00:00,5/31/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.5,89,1/23/2017 4:24:00,3/23/2017 12:43:00,"715, 716,715, 716"
4518897,INKA MINA 929,6/1/2016 0:00:00,5/31/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.5,3283,1/5/2016 0:10:00,5/31/2017 8:33:00,"715, 716,715, 716"
4518898,INKA MINA 928,6/1/2015 0:00:00,5/31/2016 0:00:00,Hand Line Tuna,18,4.5,2,10/3/2015 10:15:00,2/23/2016 2:13:00,"715, 716"
4518899,INKA MINA 927,7/14/2016 0:00:00,7/13/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.5,6082,1/2/2016 5:37:00,6/12/2017 4:04:00,"715, 716,715, 716"
4518902,INKA MINA 924,6/1/2016 0:00:00,5/31/2017 0:00:00,Purse Seine Small Pelagics,18,4.5,4550,1/1/2016 0:50:00,11/19/2016 2:29:00,"715, 716"
4518903,INKA MINA 923,6/1/2016 0:00:00,5/31/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.5,8159,1/1/2016 2:13:00,5/29/2017 13:55:00,"715, 716,715, 716"
4518904,INKA MINA 922,6/1/2017 0:00:00,5/31/2018 0:00:00,Purse Seine Small Pelagics,18,4.5,537,4/28/2017 0:01:00,6/20/2017 22:36:00,"715, 716"
4518905,INKA MINA 921,6/1/2017 0:00:00,5/31/2018 0:00:00,Hand Line Tuna,18,4.5,558,4/3/2017 2:28:00,6/17/2017 22:44:00,"715, 716"
4518907,INKA MINA 919,6/1/2017 0:00:00,5/31/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.5,5630,3/29/2017 0:08:00,6/20/2017 23:37:00,"715, 716,715, 716"
4518909,BAHARI NUSANTARA - 23,12/15/2016 0:00:00,12/14/2017 0:00:00,Longline Tuna,24.67,7.55,3133,12/19/2016 5:43:00,6/20/2017 23:31:00,"572, 573"
4519213,INKA MINA 918,6/1/2016 0:00:00,5/31/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",18,4.5,930,1/4/2016 0:51:00,5/6/2017 10:01:00,"715, 716,715, 716"
4519218,MARGA  JUJUR,11/16/2016 0:00:00,11/15/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",14.62,5.5,1479,12/14/2016 2:36:00,5/15/2017 5:29:00,"712, 713,712, 713"
4519219,MARGA ABADI,4/1/2017 0:00:00,3/31/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",14.05,5.5,904,4/13/2017 3:07:00,6/2/2017 7:48:00,"712, 713,712, 713"
4519220,SUMBER MAKMUR,11/20/2016 0:00:00,11/19/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",20.65,6.7,1944,10/24/2016 0:06:00,6/7/2017 4:05:00,"711,711"
4519221,DIGJAYA,3/15/2017 0:00:00,3/14/2018 0:00:00,Anchored gillnets,17.46,5.35,1730,3/29/2017 0:14:00,6/20/2017 23:44:00,711
4519222,BUNGA HATI 1,11/1/2016 0:00:00,10/31/2017 0:00:00,Anchored gillnets,20.07,5.44,41437,8/22/2016 1:39:00,5/24/2017 3:22:00,711
4519223,SENANG HATI - I,9/2/2016 0:00:00,9/1/2017 0:00:00,Anchored gillnets,18.52,5.4,181,12/3/2016 12:31:00,12/19/2016 20:32:00,"712, 711"
4519224,HIKMAH - 2,5/18/2017 0:00:00,5/17/2018 0:00:00,Oceanic gillnet,18.98,5.12,58,5/23/2017 18:09:00,5/30/2017 16:41:00,718
4519225,BUMI SAPUTRA ,5/31/2017 0:00:00,11/11/2017 0:00:00,Anchored gillnets,18.89,5.93,493,5/31/2017 0:48:00,6/20/2017 23:00:00,718
4519226,SARI MULYA P,3/8/2016 0:00:00,3/7/2017 0:00:00,Anchored gillnets,18.9,5.3,2911,12/23/2014 8:50:00,3/6/2017 23:01:00,711
4519227,ROSALINDA 5,11/13/2015 0:00:00,11/12/2016 0:00:00,Anchored gillnets,19.1,5.68,1724,11/29/2014 3:46:00,1/9/2017 2:57:00,711
4519228,BUNGA HATI 2,9/6/2014 0:00:00,9/5/2015 0:00:00,Anchored gillnets,17.7,5.12,6,1/16/2016 10:10:00,1/20/2016 5:02:00,711
4519229,SENANG HATI - 12,1/28/2017 0:00:00,1/27/2018 0:00:00,Anchored gillnets,17.75,5.29,1127,12/14/2016 0:53:00,5/27/2017 15:24:00,"712, 711"
4519230,SARI MULYA 11,10/1/2016 0:00:00,9/30/2017 0:00:00,Anchored gillnets,16.8,4.93,175,8/29/2016 20:58:00,5/4/2017 5:03:00,711
4519262,HARAPAN BERSAMA,11/21/2016 0:00:00,11/20/2017 0:00:00,Purse Seine Big Pelagics with one boat,25.3,8.55,5048,10/24/2016 0:38:00,6/9/2017 12:45:00,2
4519488,SPL XVII,6/16/2014 0:00:00,6/15/2015 0:00:00,Shrimp net,27.35,5.8,28,1/27/2016 8:49:00,1/28/2016 21:22:00,718
4520221,JASA MINA MAKMUR JAYA,6/21/2016 0:00:00,6/20/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.15,7.25,703,10/1/2016 18:46:00,6/9/2017 6:28:00,"712, 713,712, 713"
4520232,BERKAH SAMUDERA 99,2/16/2017 0:00:00,2/15/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",23.77,6,3321,12/14/2016 0:43:00,6/20/2017 23:46:00,"711,711"
4520233,TRISTAN I,11/19/2016 0:00:00,11/18/2017 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",25.1,5,883,10/24/2016 23:34:00,4/30/2017 8:45:00,"715, 716,715, 716"
4520236,TWINDO 188,2/13/2017 0:00:00,2/12/2018 0:00:00,Squid hooking,23.89,6.6,4507,12/14/2016 0:16:00,6/20/2017 23:18:00,718
4520453,RISCHO PUTRA - 2,11/16/2016 0:00:00,7/8/2017 0:00:00,Anchored gillnets,23.56,6.15,1553,11/30/2016 1:24:00,4/16/2017 2:51:00,718
4520454,ATLANTIK 3,4/14/2015 0:00:00,4/13/2016 0:00:00,Anchored gillnets,5,2,5112,11/25/2014 4:54:00,3/19/2016 2:26:00,"712, 711"
4520456,PERMATA AYU 4,10/22/2015 0:00:00,10/21/2016 0:00:00,Anchored gillnets,18.28,5.8,4649,11/26/2014 6:35:00,6/19/2017 10:40:00,711
4520457,SEKAR,2/24/2017 0:00:00,2/23/2018 0:00:00,Oceanic gillnet,26.49,6.6,2041,3/24/2017 1:38:00,6/20/2017 23:49:00,718
4520458,SENANG HATI PUTRA,12/23/2016 0:00:00,12/22/2017 0:00:00,Anchored gillnets,21.71,6.43,1381,1/11/2017 2:28:00,6/8/2017 1:53:00,718
4520459,ADHI KARYA 5,5/18/2016 0:00:00,5/17/2017 0:00:00,Anchored gillnets,17.54,5.13,2333,11/25/2014 10:02:00,3/24/2017 15:46:00,711
4520460,INDONEL - 1,12/12/2016 0:00:00,12/11/2017 0:00:00,Anchored gillnets,23.51,6.01,14,1/26/2017 0:00:00,5/18/2017 4:30:00,711
4520461,SENAR JAYA - 1,11/11/2016 0:00:00,11/10/2017 0:00:00,Anchored gillnets,23.22,6.24,1533,2/8/2017 3:50:00,6/7/2017 0:42:00,718
4520462,GAJAH SAMUDRA - 2,4/3/2017 0:00:00,10/20/2017 0:00:00,Anchored gillnets,21.84,6.03,760,3/29/2017 0:48:00,5/15/2017 6:32:00,718
4520463,SEMANGET,9/19/2013 0:00:00,9/18/2014 0:00:00,Anchored gillnets,18.14,5.81,485,12/18/2016 0:03:00,5/29/2017 1:39:00,711
4520464,ATLANTIK 4,7/22/2016 0:00:00,7/21/2017 0:00:00,Anchored gillnets,5,2,104,1/20/2016 3:53:00,10/28/2016 7:13:00,711
4520464,ATLANTIK - 4,7/22/2016 0:00:00,7/21/2017 0:00:00,Anchored gillnets,19.5,5.38,87,4/10/2017 3:58:00,4/13/2017 22:52:00,711
4520465,NYLON JAYA - I,3/24/2017 0:00:00,8/4/2017 0:00:00,Oceanic gillnet,23.56,6.18,1616,4/8/2017 3:18:00,6/20/2017 23:04:00,718
4520466,SELAT JAYA - 05,11/12/2016 0:00:00,11/11/2017 0:00:00,Anchored gillnets,15.95,5.4,4169,10/30/2016 1:45:00,6/20/2017 23:11:00,"712, 711"
4520467,IBADA - 1,8/28/2016 0:00:00,8/27/2017 0:00:00,Anchored gillnets,20.38,6.05,14,12/18/2016 5:30:00,12/20/2016 4:31:00,711
4520468,SENANG HATI - 4,2/8/2017 0:00:00,2/7/2018 0:00:00,Anchored gillnets,20.54,6.43,2,4/12/2017 8:02:00,4/12/2017 8:56:00,718
4520469,LANCAR SUBUR 4,4/6/2016 0:00:00,4/5/2017 0:00:00,Anchored gillnets,19.29,5.62,1005,5/3/2016 2:57:00,3/10/2017 20:05:00,711
4520470,MANDALA - 3,5/19/2017 0:00:00,5/18/2018 0:00:00,Anchored gillnets,21.74,6.2,13,5/31/2017 0:04:00,6/1/2017 1:53:00,713
4520471,SINAR JAYA - 2,5/16/2017 0:00:00,5/15/2018 0:00:00,Anchored gillnets,18.1,5.01,566,5/22/2017 4:06:00,6/20/2017 23:12:00,718
4520472,LANCAR SUBUR 1A,4/5/2015 0:00:00,4/4/2016 0:00:00,Anchored gillnets,21.81,6.09,7241,11/26/2014 5:31:00,5/27/2016 2:57:00,711
4520843,ANGKASA JAYA 1,4/7/2017 0:00:00,4/6/2018 0:00:00,"Purse Seine Small Pelagics,Lampara Seine Nets",24.21,7.76,187,4/20/2017 4:52:00,6/20/2017 11:29:00,"712, 713,712, 713"
