Transmitter No,Name,
40408926,HASIL LAUT - 8,
40408407,HASIL LAUT - I,
74086,HASIL LAUT - III,
45283,HASIL LAUT - XII,
35213,HASIL LAUT -IX,
357,HASIL LAUT 31,
40408427,HASIL LAUT 55,
99464,HASIL LAUT II,
4870380,HASIL LAUT JAYA,
86811704558,HASIL LAUT JAYA - 12,
4552116,HASIL LAUT JAYA - 8,
45521116,HASIL LAUT JAYA - 8,
4665680,HASIL LAUT JAYA 1,
86811008580,HASIL LAUT JAYA 11,
40408928,HASIL LAUT XII,
4541679,HASIL MELIMPAH,
4688227,HASIL MELIMPAH - 10,
40408423,HASIL MELIMPAH - 16,
40408496,HASIL MELIMPAH - 18,
4464859,HASIL MELIMPAH - 23,
40513982,HASIL MELIMPAH - 26,
40408422,HASIL MELIMPAH - 8,
4509489,HASIL MELIMPAH - 9,
4861462,HASIL MELIMPAH - 9,
40515521,HASIL MELIMPAH - I,
4537831,HASIL MELIMPAH - II,
40408234,HASIL MELIMPAH 21,
40408425,HASIL MELIMPAH 21,
45545,HASIL MELIMPAH III A,
40408863,HASIL MELIMPAH III A,
4681850,HASIL MELIMPAH VIII,
73696,HASIL MINA - II,
40511007,HASIL MUJUR,
4552053,HASIL NELAYAN,
4750741,HASIL NELAYAN,
40510226,HASIL PRIMA ABADI,
4552026,HASIL SAMUDERA,
86811703540,HASIL SAMUDERA,
4703513,HASIL SAMUDERA INDAH,
40408909,HASIL SAMUDRA,
4704755,HASIL SAMUDRA HINDIA,
4624571,HASIL SAMUDRA JAYA - I,
40515453,HASIL SEPAKAT,
4574109,HASIL TERUS - II,
4509226,HASIL TERUS - III,
4537572,HASIL TERUS - VI,
4548782,HASIL TERUS - VII,
4619067,HASIL TERUS -V,
4537571,HASIL TERUS IX,
31062268,HASIL TUNA UTAMA,
86811035652,HASIL TUNA UTAMA,
74134,HASIL TUNA UTAMA  - II,
74073,HASIL UNION ABADI,
4961366,HASLINDO - 11 [xMARUKY BOSHI..],
4841661,HASLINDO - 3,
4841661,HASLINDO - 3 (xKOMINE MARU... ),
73646,HASLINDO - 6,
42041,HASLINDO - 7,
4961366,HASLINDO - II,
4571983,HASLINDO NO.5,
4571592,HASLINDO UTAMA,
45659,HASLINDO UTAMA [1],
4870826,HASLINDO-7(x.Seisyo Maru No.33),
R/225/I/2003/C,HATSUKARI,
4964132,HELSINKI,
4542071,HEMING WAY,
4961354,HEN,
4944855,HEN - 6,
4867765,HEN - 8,
4964116,HEN - 8,
4671258,HEN - 88,
4961335,HEN - 88,
4964124,HEN - I,
4898113,HEN 18,
4958946,HEN II,
4624203,HENG JAYA KARIMUN,
R/1110/V/2002/C,HENGLI 168,
4564875,HENRY JAYA,
4574106,HENRY JAYA BARU,
4545074,HENRY JAYA KARYA,
4517232,HENTRI - I,
4911379,HENTRI - I,
86811035826,HENTRI - I,
4949302,HENTRI - II,
31085961,HIKMAH - 1A,
4519224,HIKMAH - 2,
31085788,HIKMAH - 3A,
31085987,HIKMAH - 8,
31085793,HIKMAH - 9,
86811708692,HIKMAH ARBA,
31085963,HIKMAH ASARO,
73619,HIROYOSHI - 08,
65142,HIROYOSHI - 17,
65162,HIROYOSHI - 18,
65268,HIROYOSHI - 2,
59623,HIROYOSHI - 7,
44273,HIROYOSHI 06,
66057,HO CHUN,
4733120,HOCKINDO JAYA,
40409812,HOKI SAMUDERA - 08,
4828094,HOKI TUNA,
40510639,HOKTERI,
4958119,HORISOEN,
4479338,HORISON,
4652024,HORISON,
4605009,HORISON - V,
4598984,HORISON - XI,
125323,HORISON IV,
45389,HORISON JAYA,
4525144,HORISON XII,
4605009,HORIZON - V,
2970,HRM - TIMOR - 01,
102970,HRM. TIMOR - 01,
4543191,HUATTERY,
4802305,HUATTERY,
4770864,HUGO kargo,
40510927,HUTOMO PUTRA PRIMA,
R/2712/XI/2002/C,HWA HEI 4241,
4618796,I M J ENAM,
4690574,I M J LIMA,
7399854321,I M J LIMA,
4488256,I.P.N. RAYA 1,
4460667,I.P.N. RAYA 3,
4509110,IBADA,
4520467,IBADA - 1,
4513991,IBADA-2,
40511795,IBRA RABBANY,
31057329,IKA RAKKI,
4828093,IKAN TERBANG - A,
4580734,IMANUEL,
40510631,IMELDA - I,
40408677,IMELDA - II,
4693910,IMJ SATU RAYA,
YEB.5293,IMJ TIGA,
4587045,IMJ TUJUH,
4623994,IMMANUEL,
42550,INDAH  JAYA,
4574388,INDAH  JAYA,
50532,INDAH  JAYA  I,
4574386,INDAH  JAYA  I,
86811035723,INDAH BARU,
4558582,INDAH BERSAMA II,
4669391,INDAH JAYA - 5,
4905063,INDAH JAYA - II,
4785834,INDAH JAYA 3,
52597,INDAH JAYA MAKMUR - 9,
4552494,INDAH JAYA MAKMUR - I,
99426,INDAH JAYA MAKMUR - V,
4521465,INDAH JAYA MAKMUR - V,
45699,INDAH JAYA MAKMUR - VII,
4536109,INDAH JAYA MAKMUR - VII,
55269,INDAH KAIL,
4821424,INDAH KARYA PLASINDO,
40513068,INDAH LESTARI,
86811704921,INDAH LESTARI,
4617029,INDAH MAJU,
4564572,INDAH MAJU 12,
9948,INDAH MAKMUR,
109948,INDAH MAKMUR,
74004,INDAH MAKMUR - 22,
4685400,INDAH MAKMUR DUA,
86811035783,INDAH MAKMUR DUA,
10023,INDAH MAKMUR XII,
110023,INDAH MAKMUR XII,
4552215,INDAH PERKASA,
4564877,INDAH SAKTI,
4620719,INDAH SARI,
4616834,INDO,
4824615,INDO CORAL 01,
4776343,INDO CORAL 02,
4556770,INDO JAYA,
4554615,INDO JAYA - I,
4552506,INDO JAYA - V,
43771,INDO LAUTAN  SAKTI - I,
4881741,INDO LAUTAN SAKTI - 6,
4952222,INDO LAUTAN SAKTI - 8,
4628647,INDO MINA - 06,
31058861,INDO MINA LESTARI,
4848496,INDOHONTON JAYA KARYA,
86811035839,INDOMAS II,
4520460,INDONEL - 1,
4521489,INDOPRIMA JAYA  2,
86811704198,INDOPRIMA JAYA  2,
4872410,INDOTUNA - 125,
40408342,INDOTUNA 103,
87322,INDOTUNA 109,
87322,INDOTUNA 109 (xHAI HSIANG No67),
41318,INDOTUNA 110,
99485,INDOTUNA 111,
87330,INDOTUNA 118,
4625122,INDOTUNA 168,
4496624,INDOTUNA 268,
140425,INDOTUNA 368,
42191,INDOTUNA NO. 112,
4887546,INDOTUNA No. 201,
4532210,INDRA - V,
124885,INDRA CIPTA,
73750,INDRA JAYA - II,
40408502,INDRAGIRI,
35281,INDY MAKMUR,
4552025,INFINITY - 5,
4797981,INFINITY - 8,
4739130,INFINITY - I,
4887576,INFINITY - I,
4945328,INFINITY - II,
31076445,INFINITY 9,
4518898,INKA  MINA 928,
4491019,INKA MINA  353,
40512346,INKA MINA - 121,
4619066,INKA MINA - 124,
4619065,INKA MINA - 125,
4604079,INKA MINA - 126,
4596446,INKA MINA - 275,
40409689,INKA MINA - 276,
40409710,INKA MINA - 277,
40409690,INKA MINA - 278,
4596448,INKA MINA - 279,
40409941,INKA MINA - 280,
40409997,INKA MINA - 281,
40409875,INKA MINA - 282,
40409691,INKA MINA - 283,
4596447,INKA MINA - 286,
31070029,INKA MINA - 288,
40511790,INKA MINA - 358,
40409943,INKA MINA - 45,
40511643,INKA MINA - 46,
4459060,INKA MINA - 467,
40409692,INKA MINA - 518,
40409711,INKA MINA - 519,
40409712,INKA MINA - 520,
40409713,INKA MINA - 521,
4473598,INKA MINA - 637,
4509085,INKA MINA - 641,
4513990,INKA MINA - 642,
4.51E+11,INKA MINA - 642,
4489944,INKA MINA - 643,
4490003,INKA MINA - 644,
4595026,INKA MINA - 721,
4617040,INKA MINA - 731,
4617041,INKA MINA - 733,
31056665,INKA MINA - 777,
31056670,INKA MINA - 779,
31057331,INKA MINA - 780,
31057355,INKA MINA - 781,
31057338,INKA MINA - 782,
31056676,INKA MINA - 783,
31056679,INKA MINA - 784,
4559821,INKA MINA - 81,
4561321,INKA MINA - 86,
4595020,INKA MINA 109,
4595797,INKA MINA 119,
4521484,INKA MINA 215,
4521476,INKA MINA 217,
4521478,INKA MINA 218,
40514348,INKA MINA 24,
40408974,INKA MINA 245,
4625128,INKA MINA 268,
31070029,INKA MINA 288,
4680622,INKA MINA 314,
4680623,INKA MINA 315,
4563818,INKA MINA 321,
4517327,INKA MINA 322,
4609887,INKA MINA 324,
4609890,INKA MINA 325,
4681493,INKA MINA 328,
4661726,INKA MINA 329,
4661727,INKA MINA 331,
4698601,INKA MINA 339,
4549940,INKA MINA 340,
4549939,INKA MINA 341,
4614756,INKA MINA 342,
4678362,INKA MINA 343,
4678361,INKA MINA 344,
4678360,INKA MINA 345,
4513929,INKA MINA 346,
4556742,INKA MINA 347,
31070048,INKA MINA 362,
4595804,INKA MINA 363,
40408365,INKA MINA 374,
4471505,INKA MINA 375,
31060996,INKA MINA 396,
4600126,INKA MINA 402,
4553688,INKA MINA 412,
40511903,INKA MINA 448,
4681494,INKA MINA 449,
4666597,INKA MINA 455,
4596472,INKA MINA 456,
4692653,INKA MINA 458,
4596475,INKA MINA 460,
4509225,INKA MINA 461,
4475213,INKA MINA 468,
4617039,INKA MINA 469,
4521477,INKA MINA 471,
4596468,INKA MINA 504,
40408986,INKA MINA 505,
40408948,INKA MINA 506,
4596456,INKA MINA 507,
4596460,INKA MINA 508,
40409800,INKA MINA 522,
40409801,INKA MINA 540,
4595622,INKA MINA 583,
4537251,INKA MINA 585,
4595639,INKA MINA 597,
4595638,INKA MINA 598,
4595637,INKA MINA 599,
4595636,INKA MINA 600,
4595634,INKA MINA 602,
4617238,INKA MINA 604,
4610089,INKA MINA 623,
4619483,INKA MINA 664,
4619482,INKA MINA 665,
4619483,INKA MINA 665,
4619481,INKA MINA 666,
4619480,INKA MINA 667,
4619479,INKA MINA 668,
4619478,INKA MINA 669,
4612038,INKA MINA 67,
4619477,INKA MINA 670,
4619476,INKA MINA 671,
4569208,INKA MINA 68,
4587977,INKA MINA 683,
4587981,INKA MINA 684,
4612040,INKA MINA 69,
4575831,INKA MINA 690,
4587978,INKA MINA 692,
4587979,INKA MINA 693,
4587980,INKA MINA 694,
4517758,INKA MINA 705,
4608711,INKA MINA 720,
4595025,INKA MINA 723,
4595021,INKA MINA 728,
4595030,INKA MINA 729,
4679564,INKA MINA 73,
4595024,INKA MINA 730,
4617037,INKA MINA 732,
4608911,INKA MINA 744,
40512773,INKA MINA 754,
40512827,INKA MINA 756,
40512497,INKA MINA 757,
40512723,INKA MINA 758,
40512745,INKA MINA 759,
4495625,INKA MINA 76,
4511757,INKA MINA 762,
4521488,INKA MINA 763,
4471506,INKA MINA 764,
4507202,INKA MINA 765,
140597,INKA MINA 775,
31057355,INKA MINA 781,
4478550,INKA MINA 786,
4507938,INKA MINA 82,
31069908,INKA MINA 831,
31069906,INKA MINA 833,
31069900,INKA MINA 835,
31076482,INKA MINA 845,
31076487,INKA MINA 848,
31076510,INKA MINA 851,
31073951,INKA MINA 852,
31076465,INKA MINA 853,
31076508,INKA MINA 854,
31073945,INKA MINA 856,
31073952,INKA MINA 857,
4537685,INKA MINA 890,
4537684,INKA MINA 891,
4537682,INKA MINA 893,
4537681,INKA MINA 894,
31057321,INKA MINA 91,
4515075,INKA MINA 913,
4515077,INKA MINA 916,
4515074,INKA MINA 917,
4519213,INKA MINA 918,
4518907,INKA MINA 919,
4518906,INKA MINA 920,
4518905,INKA MINA 921,
4518904,INKA MINA 922,
4518903,INKA MINA 923,
4518902,INKA MINA 924,
4518901,INKA MINA 925,
4518900,INKA MINA 926,
4518899,INKA MINA 927,
4518897,INKA MINA 929,
4518896,INKA MINA 930,
4518895,INKA MINA 931,
40511632,INKA MINA 932,
4519490,INKA MINA 943,
40511633,INKA MINA 952,
40511634,INKA MINA 953,
4522631,INKA MINA 995,
40408930,INKA MINA MAKMUR - 138,
40408675,INKA MINA MAKMUR - 141,
31061098,INKA MINA MAKMUR - 143,
31076509,INKA MINA MAKMUR - 150,
4596151,INKA MINA MAKMUR - 33,
4590724,INKA MINA MAKMUR - 35,
4561723,INKA MINA MAKMUR 145,
4557012,INKA MINA MAKMUR 146,
4552027,INKA MINA MAKMUR 147,
4575835,INKA MINA MAKMUR 148,
31076509,INKA MINA MAKMUR 150,
KKP 1438,INKA MINA MAKMUR 154,
4648439,INKA MINA MAKMUR 155,
31069896,INKA MINA MAKMUR 157,
124801,INKA MINA MAKMUR 379,
4680851,INKA MINA MAKMUR 381,
4681488,INKA MINA MAKMUR 383,
4681490,INKA MINA MAKMUR 384,
40510095,INKA MINA MAKMUR 385,
4521480,INKAMINA - 42,
40409926,INKAMINA -285,
4521486,INKAMINA 210,
4521482,INKAMINA 213,
4521479,INKAMINA 214,
4521481,INKAMINA 219,
4617038,INKAMINA 470,
4596443,INKAMINA 523,
4596445,INKAMINA 524,
4617235,INKAMINA 603,
4617236,INKAMINA 604,
4617237,INKAMINA 605,
4617239,INKAMINA 606,
4595023,INKAMINA 722,
4595022,INKAMINA 724,
4595028,INKAMINA 725,
4595027,INKAMINA 726,
4595029,INKAMINA 727,
4934249,INTAN,
59399,INTAN FORTUNA,
40510512,INTAN FORTUNA,
45471,INTAN LAUT - 12,
4965259,INTAN LAUT - 12,
4633253,INTAN LAUT 8,
4620075,INTAN PERMAI - II,
4800063,INTAN PERMAI - II,
73711,INTI MAKMUR,
4624576,INTI MARINA,
4575843,INTI MARINA V,
4823606,IPANA - 1,
4823605,IPANA - 2,
4823606,IPANA 1,
4823605,IPANA 2,
4861505,IPN JAYA,
4551854,IRAWATI,
31057342,IRIAN JAYA,
124840,IRIAN JAYA - 2,
4547300,IRIAN JAYA MAJU,
73614,IRWAN,
R/2918/XII/2002/C,ISHIZUCHI,
R/2724/XI/2001/c,ITFA - 1,
R/166/I/2003/C,ITFA - 2,
R/166/I/2003/C,ITFA - 3,
65280,ITFA 3,
140464,IVPIN JAYA 08,
4720800,IWAN JAYA DUA,
4757121,IWAN JAYA SATU,
4565596,IWAN JAYA TIGA,
4801366,JADE 1,
4801367,JADE 2,
4801368,JADE 3,
4801369,JADE 5,
87041,JAGUAR - 68,
116638,JAGUAR - 88,
4965262,JAKARTA JAYA KARYA,
4536186,JALA EMAS,
4657764,JALA JAYA,
86811035804,JALA JAYA,
4957154,JALA JAYA I,
4818920,JALA JAYA II,
4807673,JALA JAYA III,
86811703423,JALA KARYA SENTOSA,
4944858,JALA KOMIRA - 801,
4944858,JALA KOMIRA - 801(XJOR.CHO),
4912803,JALA KOMIRA - 802 (Eks. JOR CHOKE VAREE - 06),
4912803,JALA KOMIRA - 802 (xJOR CHOK..),
4944854,JALA KOMIRA - 803 (xJOR CHOKE.),
4944859,JALA KOMIRA - 805 ( Eks. JOR CHOKEVAREE - 08),
4944857,JALA KOMIRA - 806,
4740968,JALA KOMIRA - 807,
4941663,JALA KOMIRA - 807,
4941663,JALA KOMIRA - 807 (x KUTI),
4941665,JALA KOMIRA - 808,
4941665,JALA KOMIRA - 808 (x KUTI - 2),
4905074,JALA KOMIRA - 809 (x. SAMPUL),
4925271,JALA KOMIRA - 810,
4925271,JALA KOMIRA - 810 (x SATRIA 09),
4924178,JALA KOMIRA - 811,
4924178,JALA KOMIRA - 811 (xALUN JAYA6),
4924195,JALA KOMIRA - 812,
4924195,JALA KOMIRA - 812 (xKARYA B O4),
4748549,JALA KOMIRA 808 [2],
40408089,JALA MINA BAHARI,
99563,JALA MINA HIDAYAH,
40409795,JALA MINA HIDAYAH,
4922196,JALA MITRA - 081,
4911377,JALA MITRA - 082,
4911377,JALA MITRA - 082 (xKHATULIS...),
4907142,JALA MITRA - 083,
4922195,JALA MITRA - 084,
4922195,JALA MITRA - 084 (x. TG-92311),
4688800,JALA MITRA - 085,
4925273,JALA MITRA - 085 (xTIRTA MAS 7),
4688799,JALA MITRA - 086,
4924194,JALA MITRA - 086,
4941664,JALA MITRA - 087,
4941664,JALA MITRA - 087 (x. PABANA),
4925272,JALA MITRA - 088,
4925272,JALA MITRA - 088 (xMUSTIKA J..),
4956299,JALA MITRA 01,
4956288,JALA MITRA 02,
4956288,JALA MITRA 02 (xWATTHANASAP 12),
4687857,JALA MITRA 03,
4956292,JALA MITRA 03 (xCORSERECHAI555),
4912797,JALA MITRA 04,
4956294,JALA MITRA 05,
4687856,JALA MITRA 06,
4956300,JALA MITRA 07,
4688800,JALA MITRA 085,
4914507,JALA SEJAHTERA - 2,
40511758,JALA SUKSES ABADI,
86811707371,JALA SUKSES MANDIRI,
140122035,JALA SUKSES SENTOSA,
4922738,JALA SUTERA - III,
4569209,JALA SUTERA - IV,
4924177,JALA SUTERA - IX,
4922739,JALA SUTERA - V,
4924187,JALA SUTERA - VI,
4569210,JALA SUTERA - VII,
494,JALA SUTRA,
4548841,JALA SUTRA - II,
4569211,JALA SUTRA - VIII,
4958163,JALASENA -168,
124881,JAMAIN,
40408661,JANGKAR MAS - 1,
4556359,JANGKAR MAS - 2,
4690579,JARING MEGA MAS 01,
4690578,JARING MEGA MAS 02,
4690577,JARING MEGA MAS 03,
4690576,JARING MEGA MAS 04,
4575606,JASA IBU,
40409595,JASA IBU,
40408755,JASA LAUT,
4749784,JASA MAS,
4890508,JASA MINA AGUNG,
40409604,JASA MINA MAKMUR,
86811703854,JASA MINA MAKMUR,
40408729,JASA MINA MAKMUR - B,
42273,JASA MINA MAKMUR B,
4520221,JASA MINA MAKMUR JAYA,
45425,JASA MINA PERKASA,
40409789,JASA MINA PERKASA,
42297,JASA MINA PERSADA,
9950,JASA MINA REJEKI,
109950,JASA MINA REJEKI,
31072309,JASA MINA REJEKI,
4919733,JASA MINA SEJATI,
40408761,JASA MINA SENTOSA,
86811704162,JASA MINA SURYA II,
4960946,JASA MINA UTAMA - I,
4964846,JASA MINA UTAMA - III,
4644950,JASA NELAYAN,
R/1295/VI/2001/C,JASMINE 101,
31076446,JATI AGUNG - 02,
40511002,JATI SARI,
4952116,JAWA INDAH,
62068,JAWA INDAH - A,
4718855,JAWA MAKMUR,
4952136,JAWA MAKMUR (xMANDALA - 4),
4613579,JAWA POS,
4914645,JAWA POS - A,
74044,JAWA SENTOSA,
4566040,JAYA  BARU,
40512343,JAYA - 6,
4517005,JAYA - B,
4549266,JAYA ABADI,
4567852,JAYA ABADI,
4878123,JAYA ABADI 8,
4532307,JAYA ABADI I,
4512143,JAYA ABADI II,
73732,JAYA BAHARI,
31057339,JAYA BAHARI,
4552489,JAYA BALI - B. 02,
4955185,JAYA BALI - B. 03,
4573919,JAYA BALI BERSAUDARA - 10,
4585182,JAYA BALI BERSAUDARA - 8,
4785496,JAYA BALI BERSAUDARA - 92,
86811035748,JAYA BALI BERSAUDARA - 92,
4961338,JAYA BALI BERSAUDARA - V,
4611021,JAYA BALI BERSAUDARA 1,
4629779,JAYA BARU,
86811701019,JAYA BERSAMA,
40409579,JAYA BITUNG 89,
4592649,JAYA KALBAR,
4556777,JAYA KALBAR - I,
31057319,JAYA KARIMATA,
4611024,JAYA KENCANA,
4585181,JAYA KOTA BERSAUDARA,
4609718,JAYA MAKMUR,
4946305,JAYA MAKMUR - 138,
4558588,JAYA MAKMUR - III,
40510497,JAYA MINA BANGKIT,
99527,JAYA MINA BANGKIT [1],
31061094,JAYA MINA RAYA,
86811703471,JAYA MINA RAYA,
40408691,JAYA MULIA,
4596427,JAYA NIAGA,
4632047,JAYA PONTI,
4949252,JAYA PONTI - 1,
40408985,JAYA SAMUDERA,
40409709,JAYA SAMUDERA,
31060940,JAYA SAMUDRA,
4726003,JAYA SAMUDRA - 5,
124183,JAYA SEJAHTRA 101,
4773431,JAYA SEJAHTRA 102,
99665,JAYA SEJAHTRA 104,
4605303,JAYA SENTOSA,
4630686,JAYA UTAMA,
4607003,JAYA UTAMA 99,
50266,JAYA WIJAYA,
4531049,JAYA WIJAYA,
4573728,JAYA WIJAYA,
40408594,JAYA WIJAYA,
4887573,JAYA WIJAYA - II,
45350,JAYAKARTA,
99668,JAYAKARTA,
4887564,JIMMY INDAH - II,
4958149,JIMMY INDAH - IV,
4956358,JIMMY INDAH - VI,
4949300,JIMMY INDAH - VIII,
4779398,JIMMY INDAH 01 [1],
87184,JIMMY JAYA,
141227,JIMMY JAYA,
50649,JIMMY WIJAYA  - XVIII,
74075,JIMMY WIJAYA  - XVIII,
4952133,JIMMY WIJAYA  1,
50466,JIMMY WIJAYA  XXXII,
74076,JIMMY WIJAYA  XXXII,
45534,JIMMY WIJAYA - 04,
4933486,JIMMY WIJAYA - 10,
52549,JIMMY WIJAYA - 12,
4956289,JIMMY WIJAYA - 15,
4946316,JIMMY WIJAYA - 2,
97267,JIMMY WIJAYA - 20,
31057395,JIMMY WIJAYA - 21,
4952103,JIMMY WIJAYA - 23,
4957194,JIMMY WIJAYA - 24,
141223,JIMMY WIJAYA - 25,
50353,JIMMY WIJAYA - 26,
4521350,JIMMY WIJAYA - 26,
42184,JIMMY WIJAYA - 27,
74018,JIMMY WIJAYA - 28,
125312,JIMMY WIJAYA - 29,
4952132,JIMMY WIJAYA - 30,
4784846,JIMMY WIJAYA - 34,
4952099,JIMMY WIJAYA - 36,
40510476,JIMMY WIJAYA - 37,
4949257,JIMMY WIJAYA - 38,
4553689,JIMMY WIJAYA - 39,
4952104,JIMMY WIJAYA - 39,
4955203,JIMMY WIJAYA - 40,
141237,JIMMY WIJAYA - 5,
4956280,JIMMY WIJAYA - 6,
73780,JIMMY WIJAYA - 7,
73639,JIMMY WIJAYA - 8,
4958128,JIMMY WIJAYA - 9,
45358,JIMMY WIJAYA - XXII,
133579,JIMMY WIJAYA - XXII,
73607,JIMMY WIJAYA -17,
73739,JIMMY WIJAYA -17,
124065,JIMMY WIJAYA 04,
4946313,JIMMY WIJAYA 05,
4961355,JIMMY WIJAYA 09,
74008,JIMMY WIJAYA 16,
4957188,JIMMY WIJAYA 19,
35330,JIMMY WIJAYA 25,
73601,JIMMY WIJAYA 3,
74021,JIMMY WIJAYA 33,
40510511,JIMMY WIJAYA 34,
50618,JIMMY WIJAYA XXXI,
52550,JIMMY WIJAYA XXXI,
46334,JIMMY WIJAYA XXXV,
4598586,JIMY - 3,
57627,JIN MAO,
4598752,JING JIANG JAYA - I,
40510247,JITU WAHID,
4893661,jk807,
4591861,JMJ SATU,
86811704187,JOKO KENDIL BARU,
4541875,JOLO TUNDO III,
4556295,JONISON INDAH,
4748550,JUNDRY JAYA - III,
4781273,JUNDRY JAYA - IV,
4590804,JURONG JAYA  21,
4590819,JURONG JAYA 01,
4590818,JURONG JAYA 02,
4590817,JURONG JAYA 03,
4590816,JURONG JAYA 04,
4590815,JURONG JAYA 05,
4584390,JURONG JAYA 06,
4584388,JURONG JAYA 08,
4584387,JURONG JAYA 09,
4584386,JURONG JAYA 10,
4590814,JURONG JAYA 11,
4590813,JURONG JAYA 12,
4590812,JURONG JAYA 13,
4590811,JURONG JAYA 14,
4590810,JURONG JAYA 15,
4590809,JURONG JAYA 16,
4590808,JURONG JAYA 17,
4590807,JURONG JAYA 18,
4590806,JURONG JAYA 19,
4590805,JURONG JAYA 20,
4590803,JURONG JAYA 22,
4584385,JURONG JAYA 23,
4584384,JURONG JAYA 24,
4584383,JURONG JAYA 25,
4584382,JURONG JAYA 26,
4584381,JURONG JAYA 27,
4584380,JURONG JAYA 28,
4584379,JURONG JAYA 29,
4584378,JURONG JAYA 30,
R/166/I/2003/C,K H,
65260,K. GOLDEN SEA,
4872397,KABANJAHE,
4646207,KABANJAHE JAYA,
R/2291/X/2001/C,KAI TAI,
49834,KAIL MAS,
4616620,KAKAP MERAH - IX,
034/MRA.1/SS.430/VIII/2013,KAKAP MERAH - IX,
86811035817,KAKAP MERAH - V,
4613307,KAKAP MERAH - V I,
4625123,KAKAP MERAH - VIII,
42829,KAKAP MINA UTAMA,
4608035,KAMBUNA,
40408341,KANA,
31070090,KANA 01,
R/547/III/2003/C,KAO SHUEN NO. 66,
1111111,KAPALNYA_SOG,
4619892,KARAOKE - II,
86811707377,KARTIKA,
65120,KARTIKA 102,
40510958,KARTIKA SAKTI,
45571,KARUNIA - 03,
4507478,KARUNIA - 888,
40409581,KARUNIA 05,
110031,KARUNIA ALAM,
4785642,KARUNIA ALAM - 8,
40512451,KARUNIA ALAM 168,
86811703817,KARUNIA JAYA,
4572497,KARYA  SAMUDERA,
86811703441,KARYA BAHARI,
4624569,KARYA BAHARI - II,
4693909,KARYA BERSAMA,
31069907,KARYA GEMILANG - III,
4567840,KARYA GEMILANG - V,
31072261,KARYA GEMILANG II,
4583757,KARYA HARAPAN,
4870379,KARYA HARAPAN,
4958145,KARYA JAYA,
40409266,KARYA JAYA,
40409676,KARYA JAYA - 2,
81555,KARYA LAUTAN KIRANA - 2,
40510037,KARYA LAUTAN KIRANA 1,
40510704,KARYA LINGGA,
40408628,KARYA LINGGA - 1,
4575193,KARYA MAJU,
4870388,KARYA MAJU,
86811701027,KARYA MAJU - II,
KKP 0851,KARYA MAJU - II,
4922199,KARYA MAKMUR  VIII,
73617,KARYA MAKMUR - 9,
4958939,KARYA MAKMUR - I,
4956276,KARYA MAKMUR - V,
73734,KARYA MAKMUR - X,
4461911,KARYA MAKMUR - X,
4958976,KARYA MAKMUR VII,
4958976,KARYA MAKMUR VIII,
274/PSDKP.4/TU.212/VI/2013,KARYA MAKMUR VIII,
4461911,KARYA MAKMUR X [1],
4604051,KARYA MINA SAGALA - I,
4729107,KARYA MINA SAGALA I,
31076505,KARYA MINA SAMUDRA - 01,
31076473,KARYA MINA SAMUDRA - 02,
99526,KARYA MINA SEJATI,
31058865,KARYA MINA SEJATI,
4618790,KARYA MITRA,
86811703469,KARYA NELAYAN,
31057335,KARYA NUSANTARA,
4794192,KARYA PERTAMA,
40408754,KARYA REJEKI,
4575633,KARYA SAMUDERA,
4924176,KARYA SAMUDRA,
4682069,KARYA SAMUDRA - I,
40510105,KARYA SAMUDRA - I,
4584367,KARYA SEMANGAT,
4787853,KARYA SEMANGAT,
40408975,KARYA SEMPURNA - 6,
4552109,KARYA SERASI,
4727542,KARYA SERASI,
4564321,KARYA SIBOLGA,
4802304,KARYA SIBOLGA,
65217,KARYA WIJAYA 101,
41810,KARYA WIJAYA 102,
61356,KARYA WIJAYA 103,
4892537,KARYA WIJAYA 107,
65205,KARYA WIJAYA 108,
4892539,KARYA WIJAYA 201,
61272,KARYA WIJAYA 202,
61538,KARYA WIJAYA 203,
57264,KARYA WIJAYA 206,
61277,KARYA WIJAYA 207,
4629260,KARYA WIJAYA No. 306,
4629259,KARYA WIJAYA No. 307,
4584366,KARYA YAKIN,
4749785,KARYA YAKIN,
4521494,KARYA YOUNGSUN,
4905079,KASIH  SETIA - II,
74285,KASIH ALAM,
4933498,KASIH ANUGRAH,
86811038826,KASIH ANUGRAH,
50362,KASIH ANUGRAH - A,
4547534,KASIH ANUGRAH - A,
74070,KASIH ANUGRAH - I,
86811038826,KASIH ANUGRAH (A),
116640,KASIH JAYA,
86811035349,KASIH JAYA,
4457004,KASIH SETIA - A,
4491020,KASIH SETIA - A,
86811703534,KASIH SETIA - A (xSURYA AGUNG),
97259,KASIH SETIA - I,
56373,KASIH SETIA - III,
4952139,KASIH SETIA - IX,
74081,KASIH SETIA - V,
52582,KASIH SETIA - VI,
4675789,KASIH SETIA - VIII,
74051,KASIH SETIA - XIV,
4952138,KASIH SETIA - XV,
4952137,KASIH SETIA - XVI,
40408088,KASIH SETIA - XVI.A,
116950,KASIH SETIA - XVII,
66222,KASIH SETIA - XVIII,
110047,KASIH SETIA - XX,
4553685,KASIH SETIA 88,
4552036,KASIH SETIA 99,
4491020,KASIH SETIA A,
41002,KASIH SETIA VII,
116950,KASIH SETIA XVII,
4952106,KASIH SETIA XVII (x METRO JAYA),
40545,KASIH UTAMA,
4567476,KASIM JAYA,
4611624,KAWAL BAHARI - II,
