Transmitter No,Name,
102793,LANGSUNG  JAYA PRIMA,
4738798,LANGSUNG BERKAH - D,
44986,LANGSUNG BERKAH LANCAR,
99520,LANGSUNG BERKAH MURNI,
4939202,LANGSUNG JAYA - B,
41907,LANGSUNG JAYA AGUNG,
68969,LANGSUNG JAYA ANUGRAH,
4887575,LANGSUNG JAYA BAHAGIA,
4958137,LANGSUNG JAYA BAHANA,
4960973,LANGSUNG JAYA CEMERLANG,
42823,LANGSUNG JAYA INDAH,
4282354321,LANGSUNG JAYA INDAH,
73618,LANGSUNG JAYA NUSANTARA,
4949297,LANGSUNG JAYA PERDANA,
4949297,LANGSUNG JAYA PERDANA,
2793,LANGSUNG JAYA PRIMA,
4661732,LANGSUNG JAYA SEJAHTERA,
4946301,LANGSUNG JAYA SEJAHTERA,
40408868,LANGSUNG JAYA SEJAHTERA,
4.66E+11,LANGSUNG JAYA SEJAHTERA [1],
57584,LANGSUNG JAYA SEMPURNA,
4964843,LANGSUNG JAYA UNION,
4952214,LANGSUNG JAYA UTAMA,
73754,LASKAR PELANGI,
42194,LAUT ARAFURA,
86811034940,LAUT ARAFURA,
4575826,LAUT ARAFURA INDAH,
86811034674,LAUT ARU,
45233,LAUT BANDA,
86811034957,LAUT BANDA,
4881756,LAUT BARELANG - 14,
4881755,LAUT BARELANG - 15,
4881754,LAUT BARELANG - 20,
4881753,LAUT BARELANG - 21,
4803470,LAUT BARELANG - 22,
4803471,LAUT BARELANG - 23,
4803472,LAUT BARELANG - 24,
4802308,LAUT BARELANG - 25,
4802309,LAUT BARELANG - 26,
4802310,LAUT BARELANG - 27,
4802311,LAUT BARELANG - 28,
102943,LAUT BARELANG 01,
2943,LAUT BARELANG 01 (xJOR CHO....),
4547542,LAUT BARELANG 02,
102946,LAUT BARELANG 02 (xROR LAR....),
2957,LAUT BARELANG 03,
102957,LAUT BARELANG 03,
4728399,LAUT BARELANG 04,
86811011201,LAUT BARELANG 04,
4887566,LAUT BARELANG 11,
4887555,LAUT BARELANG 12,
4887558,LAUT BARELANG 16,
4887556,LAUT BARELANG 17,
4887557,LAUT BARELANG 18,
4949310,LAUT BARELANG 5,
4912804,LAUT BARELANG 6,
4949265,LAUT BARELANG 7,
4949311,LAUT BARELANG 8,
4949293,LAUT BARELANG 9,
86811702499,LAUT FLORES,
86811034702,LAUT HALMAHERA,
4610795,LAUT JAYA,
4657753,LAUT KEPRI - 01,
4657755,LAUT KEPRI - 02,
4657761,LAUT KEPRI - 03,
4657762,LAUT KEPRI - 04,
4657766,LAUT KEPRI - 05,
4657756,LAUT KEPRI - 06,
4654461,LAUT KEPRI - 07,
86811034675,LAUT MALUKU,
4873855,LAUT NATUNA - 01,
4558887,LAUT NATUNA - 02,
86811011252,LAUT NATUNA - 02,
4933484,LAUT NATUNA - 03,
4881744,LAUT NATUNA - 04,
4878125,LAUT NATUNA - 05,
86811034969,LAUT NATUNA - 05,
4946310,LAUT NATUNA - 06,
4946309,LAUT NATUNA - 07,
4946308,LAUT NATUNA - 08,
4705586,LAUT NATUNA - 13,
4705587,LAUT NATUNA - 14,
4705587,LAUT NATUNA - 14 (xSIMSOBAT 17),
4705588,LAUT NATUNA - 15,
4705588,LAUT NATUNA - 15 (xSWATRANSRI8),
4861480,LAUT NATUNA 11,
4861481,LAUT NATUNA 12,
4821642,LAUT NATUNA 14,
86811702500,LAUT SERAM,
4561830,LAUT SUBUR - 11,
52574,LAUT SUBUR - 5,
42825,LAUT SUBUR - 7,
4848486,LAUT SUBUR - II,
4820076,LAUT SUBUR - III,
86811034701,LAUT SULAWESI,
86811034696,LAUT TIMOR,
40514330,LAUTAN BERLIAN,
124233,LAUTAN BERLIAN  II,
124723,LAUTAN BERLIAN - 5,
4626945,LAUTAN BERLIAN - 6,
124743,LAUTAN BERLIAN - 7,
125539,LAUTAN BERLIAN - 8,
125318,LAUTAN BERLIAN - 99,
125318,LAUTAN BERLIAN 99,
124235,LAUTAN BERLIAN- 4,
86811035803,LAUTAN BIRU INDAH-2,
4939190,LAUTAN BUANA - 06,
86811703430,LAUTAN INDAH,
140122032,LAUTAN INTI MAKMUR,
86811707622,LAUTAN INTI MAKMUR,
4907116,LAUTAN JAYA - 1,
4907116,LAUTAN JAYA - 1 (x. DENG FA YU),
124237,LAUTAN JAYA - I,
40408337,LAUTAN LESTARI - 19,
40408829,LAUTAN LESTARI - 28,
40408678,LAUTAN LESTARI - 38,
4800068,LAUTAN LESTARI - 58,
4567685,LAUTAN LESTARI - 62,
74035,LAUTAN LESTARI - 68,
40409583,LAUTAN LESTARI - 78,
4799918,LAUTAN LESTARI - 836,
4799918,LAUTAN LESTARI - 836 (xMAN ...),
4919552,LAUTAN LESTARI 01,
74032,LAUTAN LESTARI 08,
40408837,LAUTAN LESTARI 18,
40408561,LAUTAN LESTARI 32,
4919551,LAUTAN LESTARI ABADI - 138,
40408856,LAUTAN LESTARI ABADI - 238,
4841662,LAUTAN LESTARI ABADI - 338,
4919551,LAUTAN LESTARI ABADI-138(x.cun),
40510622,LAUTAN MENTARI,
9916,LAUTAN MIMIKA SEJAHTERA - 01,
109916,LAUTAN MIMIKA SEJAHTERA - 01,
73972,LAUTAN MIMIKA SEJAHTERA - 02,
4587786,LAUTAN MIMIKA SEJAHTERA 03,
4614195,LAUTAN NUSANTARA,
40409272,LAUTAN PAHALA,
140493,LAUTAN SAMUDERA - I,
31110085,LAUTAN SAMUDERA - II,
4502184,LAUTAN SAMUDERA - VI,
R/2711/XI/2002/C,LAW YUNG SING,
4760885,LCT CAHAYA AGUNG 1,
4912792,LCT PUTRI SRI TANJUNG,
4912790,LCT PUTRI SRI TANJUNG I,
86811704602,LENG HOKKI,
81529,LEON,
86811707804,LEON SEJAHTERA,
86811034927,LESA 02,
86811008845,LESA 03,
4454061,LESTARI,
4870397,LESTARI  X,
4542323,LESTARI - III,
4870371,LESTARI - III,
4870366,LESTARI - V,
4870375,LESTARI - VI,
4917042,LESTARI - VII,
4893677,LESTARI ABADI - 1,
4624194,LESTARI ABADI - 2,
4905085,LESTARI ABADI - 3,
4960969,LESTARI BAHARI,
4815620,LESTARI BAHARI BUANA,
4552514,LESTARI VIII,
4870373,LESTARI VIII,
4870397,LESTARI X,
4934268,LIANINTI - 88,
31057360,LIJAYA MAKMUR,
4595821,LIJAYA MAKMUR - 2,
4566272,LIMA BINTANG MAKMUR,
4558589,LIMA DAI - 5,
4870369,LIMA DAI - 5,
4870403,LIMA DAI - 8,
4644947,LIMA SAUDARA,
74222,LINA,
4797614,LINA 01,
86811705564,LINE JAYA,
4887551,LINGSAR - 06,
4892546,LINGSAR - 07,
4887548,LINGSAR - 10,
48887548,LINGSAR - 10,
4647430,LINGSAR - 17,
4633649,LINTANG JAYA - 3,
4548765,LINTAS BAHARI -2,
4914517,LINTAS SAMUDERA,
4584125,LOHAN,
4657752,LU RONG YUAN YU 336,
4657751,LU RONG YUAN YU 337,
4657750,LU RONG YUAN YU 338,
4657749,LU RONG YUAN YU 339,
4657748,LU RONG YUAN YU 358,
4657747,LU RONG YUAN YU 359,
4749231,LUCIPARA,
40510448,LUCKY,
74066,LUCKY HAPPY,
4861510,LUCKY JAYA KARYA,
4955202,LUCKY STEP,
4602001,LUCKY STRIKE,
4961369,LUI - 1,
4772180,LUI - 2,
43774,LULU MARINA - I,
65171,LULU MARINA 33,
4941363,LULU MARINA 8,
40805,LULU MARINA III,
4613306,M U,
97122,MABIRU - 89,
56073,MABIRU - 918,
97263,MABIRU - 98,
97123,MABIRU - 99,
87020,MABIRU 1,
87110,MABIRU 11,
87115,MABIRU 12,
87127,MABIRU 15,
87163,MABIRU 17,
124191,MABIRU 17,
87166,MABIRU 18,
87171,MABIRU 19,
87037,MABIRU 2,
87157,MABIRU 21,
87159,MABIRU 22,
87024,MABIRU 5,
87029,MABIRU 7,
56069,MABIRU 818,
56071,MABIRU 819,
56075,MABIRU 919,
124152,MABIRU JAYA 1,
124154,MABIRU JAYA 2,
125116,MADIDIHANG,
4958123,MAESA MINA  168,
4935254,MAESTRO,
4907135,MAESTRO - II,
43929,MAHA PUTRA,
4949244,MAHAKAM,
4964125,MAHAKAM - I,
4956372,MAHAKAM JAYA,
4960950,MAHAKAM JAYA I,
40408558,MAHANAIM - 01,
42163,MAHARANI ABADI,
86811035717,MAHARANI ABADI,
86811035640,MAHARANI BAHARI,
86811035739,MAHARANI INDAH,
86811035715,MAHARANI JAYA,
86811035776,MAHARANI LESTARI,
86811035683,MAHARANI MAKMUR,
4693914,MAHARANI MANDIRI,
42211,MAHARANI REZEKI,
86811035685,MAHARANI REZEKI,
86811035686,MAHARANI SAMUDERA,
86811035710,MAHARANI SEJAHTERA,
86811035697,MAHARANI SEJATI,
86811704615,MAHARANI SEMESTA,
86811035761,MAHARANI SEMPURNA,
86811704188,MAHARANI UTAMA,
45510,MAHARDIKA,
116648,MAHATAN ARUJAYA - 11,
116649,MAHATAN ARUJAYA - 19,
4756287,MAHATAN ARUJAYA - 22,
4756286,MAHATAN ARUJAYA - 23,
9938,MAHATAN ARUJAYA 1,
109938,MAHATAN ARUJAYA 1,
64974,MAHATAN ARUJAYA 12,
63525,MAHATAN ARUJAYA 14,
109927,MAHATAN ARUJAYA 14,
9927,MAHATAN ARUJAYA 15,
124782,MAHATAN ARUJAYA 15,
65091,MAHATAN ARUJAYA 16,
87154,MAHATAN ARUJAYA 17,
109883,MAHATAN ARUJAYA 18,
9883,MAHATAN ARUJAYA 18 (xSOR NAL..),
125522,MAHATAN ARUJAYA 21,
4756287,MAHATAN ARUJAYA 22,
4657263,MAHATAN ARUJAYA 5,
63533,MAHATAN ARUJAYA 6,
97260,MAHATAN ARUJAYA 9,
74252,MAHATAN SEGARA 1,
4920752,MAHKOTA ABADI - 39,
42699,MAHKOTA ABADI No. 15,
4627624,MAHKOTA ABADI No. 17,
124211,MAHKOTA ABADI No. 3,
4784175,MAHKOTA ABADI No. 6,
42657,MAHKOTA ABADI No. 8,
41808,MAHKOTA ABADI No. 9,
4784175,MAHKOTA ABADI No.6,
4920752,MAHKOTA ABADI-39 (xHAI HSIANG.),
40513908,MAHKOTA BERLIAN,
4618253,MAHKOTA JAYA - 01,
4567683,MAHKOTA JAYA - 02,
4618252,MAHKOTA JAYA - 168,
4542332,MAHKOTA JAYA - 9,
4645656,MAHKOTA JAYA - I,
4624573,MAHKOTA JAYA - III,
4624572,MAHKOTA JAYA - V,
4624574,MAHKOTA JAYA II,
4575605,MAHKOTA MAKIN JAYA,
31100132,MAHKOTA MAKIN MAKMUR,
86811704605,MAHKOTA MAKIN MAKMUR,
31100132,MAHKOTA MAKIN MAKMUR [1],
4919782,MAHKOTA MEGA MAKMUR,
124805,MAHKOTA MENTARI MAKMUR,
86811703846,MAHKOTA MENTARI MAKMUR,
35118,MAHKOTA MINA MAKMUR,
4615144,MAHKOTA MINA MAKMUR,
4615144,MAHKOTA MINA MAKMUR [1],
4645657,MAHKOTA MULIA,
4752121,MAHKOTA MUSTIKA MAKMUR,
R/876/IV/2003/C,MAJESTY BHUM,
4462175,MAJU ABADI - I,
4543195,MAJU ABADI - II,
4462175,MAJU ABADI I,
86811701015,MAJU ASEAN,
4684140,MAJU BARU 97,
141225,MAJU BERSAMA JAYA I,
86811701023,MAJU INDAH,
124256,MAJU INDAH - I,
86811704562,MAJU IX,
4553611,MAJU JAYA,
4805189,MAJU JAYA,
4816213,MAJU JAYA,
4551783,MAJU JAYA - 1,
4628853,MAJU JAYA - 688,
4578880,MAJU JAYA - 8,
4533202,MAJU JAYA - 88,
4933505,MAJU JAYA - 9,
40510350,MAJU JAYA BERSAMA,
4861492,MAJU JAYA BERSAMA 1,
4848483,MAJU JAYA BERSAMA 2,
4861479,MAJU JAYA BERSAMA 5 (xSUPSI...),
4861493,MAJU JAYA BERSAMA 6,
4548778,MAJU JAYA II,
4570745,MAJU JAYA IV,
4587969,MAJU JAYA MEGA,
4870405,MAJU MAKMUR,
4544823,MAJU SELAMAT,
4613690,MAJU SETIA,
4613690,MAJU SETIA,
124266,MAJU SETIA - 1,
124267,MAJU SETIA - 2,
4551784,MAJU SETIA - 3,
4534322,MAJU SETIA - 5,
4534321,MAJU SETIA - IX,
4761851,MAJU SETIA - IX,
4772974,MAJU SETIA - XIII,
40510594,MAJU SETIA - XIII,
4614007,MAJU SETIA - XVI,
4489161,MAJU SETIA - XVII,
4608833,MAJU SUKSES JAYA - II,
4556769,MAJU SUKSES JAYA - III,
4619890,MAJU WIJAYA - 18,
4957411,MAJU WIJAYA - 18,
4556754,MAJUWARNA - V,
4765135,MAKAIRA  07,
65039,MAKAIRA - 01,
4872415,MAKAIRA - 03,
65094,MAKAIRA - 04,
65039,MAKAIRA 01,
4774447,MAKAIRA 02,
65317,MAKAIRA 05,
4667830,MAKASAR UTAMA,
99575,MAKIN SUBUR,
4613995,MAKMUR,
64,MAKMUR ABADI,
4567479,MAKMUR ABADI,
31061002,MAKMUR ABADI - I,
4466173,MAKMUR JAYA,
4493660,MAKMUR JAYA,
4680618,MAKMUR JAYA,
4905066,MAKMUR JAYA,
4625577,MAKMUR JAYA - 08,
31057341,MAKMUR JAYA - 18,
31057336,MAKMUR JAYA - 37,
4542068,MAKMUR JAYA - 6,
31057315,MAKMUR JAYA - 68,
4547516,MAKMUR JAYA - 7,
40409693,MAKMUR JAYA - 78,
4616973,MAKMUR JAYA - 88,
4606752,MAKMUR JAYA - 98,
31057324,MAKMUR JAYA -58,
31076615,MAKMUR JAYA 138,
31057353,MAKMUR JAYA 38,
4575145,MAKMUR JAYA ABADI - I,
4754921,MAKMUR MANDIRI - IV,
4887543,MAKMUR MANDIRI - IV,
4817033,MAKMUR MANDIRI - V,
4573547,MAKMUR REJEKI,
40510790,MAKMUR REJEKI BAROKAH,
40513829,MAKMUR REJEKI MULYA,
4509488,MAKMUR SENTOSA,
4715301,MALASUGI - 305,
35308,MALINDO INDAH,
73600,MALINDO INDAH,
4537993,MALINDO INDAH,
4548849,MALINDO INDAH - 2,
4756027,MALINDO JAYA,
87153,MALINDO SUKSES,
4958151,MALUKU JAYA KARYA,
40511961,MANDALA - 12,
4520470,MANDALA - 3,
40511798,MANDALA - 4,
40511906,MANDALA - 525,
40511962,MANDALA - A,
4512003,MANDALA - B,
4517906,MANDALA - C,
40511760,MANDALA - D,
40511805,MANDALA - E,
40511799,MANDALA 525 - F,
4964845,MANDAU JAYA - II,
4558592,MANDIRI - 03,
65248,MANDIRI-108,
40409573,MANDIRI-108,
126848,MANDIRI-168,
40409570,MANDIRI-18,
4753112,MANDRA 05,
40510677,MANOKWARI ABADI 1,
40510678,MANOKWARI ABADI 2,
40510679,MANOKWARI ABADI 3,
4565581,MARADONA,
31057343,MARCEL JAYA - 05,
4733119,MARCEL JAYA - 08,
31085979,MARCEL JAYA - 09,
4487797,MARCEL JAYA - 10,
4730272,MARCEL JAYA - 10,
31076507,MARCEL JAYA - 103,
31056673,MARCEL JAYA - 11,
31072287,MARCEL JAYA - 2,
40408911,MARCEL JAYA - 23,
31070077,MARCEL JAYA - 25,
40409798,MARCEL JAYA - 26,
4617030,MARCEL JAYA - 38,
31057323,MARCEL JAYA - 53,
31051923,MARCEL JAYA - 55,
31056671,MARCEL JAYA - 56,
31057333,MARCEL JAYA - 58,
31056669,MARCEL JAYA - 59,
31085979,MARCEL JAYA 09,
4636069,MARCEL JAYA 18,
40408231,MARCEL JAYA 28,
31057346,MARCEL JAYA 29,
3.11E+12,MARCEL JAYA 58,
124625,MARCELLINO - 1,
503,MARCOPOLO,
86811035820,MARCOPOLO,
4519219,MARGA ABADI,
4543179,MARGANA SAKTI - II,
4821423,MARGI LUWIH JEMBAR,
40513612,MARGI LUWIH JEMBAR,
65272,MARGO  KENCONO,
4562333,MARGO ABADI,
4722715,MARGO ASIH,
496,MARGO ASIH - II,
40408866,MARGO ASIH - II,
31070092,MARGO ASIH - III,
31061010,MARGO ASIH - V,
4568196,MARGO JOYO,
711,MARGO MUKTI,
31056674,MARGO MUKTI,
43926,MARGO NUGROHO,
4807268,MARGO REJEKI,
4908273,MARGO REJEKI,
4600952,MARGO SEJATI,
4584371,MARGONO - 8,
4608834,MARI JAYA,
4556775,MARINA JAYA,
4552490,MARINA JAYA - 03,
4552491,MARINA JAYA - 05,
4.55E+11,MARINA JAYA 03,
124155,MARINE ONE,
81486,MARLBORO,
4814862,MARLBORO,
4887542,MARLBORO - I,
4724769,MARS,
4619891,MARSHALL,
4800913,MARTAPURA,
4643521,MAS BANDAR - II,
4824617,MAS BANDAR - II,
4629778,MAS BERLIAN,
4568195,MASA JAYA,
4893678,MASKAPAI MAJU,
4608903,MASKAPAI NUSANTARA,
4744051,MASKAPAI SAMUDERA,
4502182,MATAHARI - 03,
40408914,MATAHARI 01,
4774446,MATAHARI JAYA 01,
4771107,MATAHARI JAYA 02,
4771108,MATAHARI JAYA 03,
4771106,MATAHARI JAYA 07,
42157,MATAHARI TERBIT VIII,
4549267,MATAHARI TERBIT VIII,
40409942,MATAHARI TIMUR - 01,
4575608,MATRA,
4867762,MATSAM  01,
4861499,MATSAM - 05,LCT
4892540,MATSAM - 08 (xLINGSAR - 08),
4933508,MATSAM 02,
4939205,MATSAM 03,
4596642,MATSAM JAYA - 02,
4468791,MATSAM JAYA 08,
4618251,MATSAM JAYA 08,
4473484,MAULANA - 16,
4544159,MAULANA - 17,
4718475,MAULANA - 17,
31051921,MAULANA - 21,
31051927,MAULANA - 23,
31061007,MAULANA - 25,
4470895,MAULANA - 26,
4470894,MAULANA - 27,
4479400,MAULANA - VI,
4710924,MAULANA - VIII,
31058878,MAULANA - VIII,
31076512,MAULANA - X,
31076503,MAULANA - XI,
4561474,MAULANA -III,
4585109,MAULANA -V,
4473484,MAULANA 16 [1],
4565588,MAULANA I,
31110369,MAULANA V [1],
4479148,MAULANA- VII,
4641761,MAULANA-18,
4861473,MAXI AGROMAJU - 1,
4861465,MAXI AGROMAJU 5,
4861464,MAXI AGROMAJU 6,
4861466,MAXI AGROMAS 1,
40408372,MAXI AGROMAS 2,
197,MAXI AGROMAS 3,
40408373,MAXI AGROMAS 3,
40408374,MAXI AGROMAS 4,
4861474,MAXI AGROMAS 6,
4861467,MAXI AGROMAS 7,
4624205,MAYA 04,
87136,MEGA - 707,
87350,MEGA - 711,
97269,MEGA - 712,
87160,MEGA - 807,
74140,MEGA - 811,
87354,MEGA - 812,
87354,MEGA 812,
45420,MEGA JAYA,
40408665,MEGA JAYA - 1,
40513418,MEGA JAYA MAKMUR,
4598587,MEGA MAS - III,
4583657,MEGA MUSTIKA,
4933513,MEGA PRIMA,
4566270,MEGA SAKTI I,
4567485,MEGA SAKTI II,
4907121,MEGA SAMUDRA,
4.91E+11,MEGA SAMUDRA,
4774854,MEGA SAMUDRA [1],
4555512,MEGA SIDI - 01,
4567475,MEGA SIDIMAR,
4600120,MEGA TOP  III,
4596430,MEGA TOP II,
4800706,MEGAH ABADI,
4810484,MEGAH ASRI,
3118,MEGAH CERIA,
40408239,MEGAH CERIA,
42201,MEGAH HASLINDO,
73657,MEGAH JAYA,
4570750,MEGAH JAYA,
33574,MEGAH PERKASA,
3137,MEGAH SENTOSA,
103137,MEGAH SENTOSA,
73647,MEGAH UTAMA - I,
4585108,MEGARIA,
4628702,MEGARIA,
40408428,MEGATAMA PUTRI,
4553700,MEGAWATI,
99437,MEKAR ABADI  I,
4907096,MEKAR ABADI  III,
40513417,MEKAR ABADI II,
40510593,MEKAR ALAM JAYA,
99436,MEKAR BAHAGIA - I,
99515,MEKAR CERIA - A,
4917331,MEKAR CERIA - C,
4861483,MEKAR CERIA - I,
4956355,MEKAR GLORIA,
4737075,MEKAR GLORIA AGUNG,
4779128,MEKAR GLORIA INDAH,
4887540,MEKAR GLORIA MAKMUR,
4953775,MEKAR GLORIA UTAMA,
110008,MEKAR JAYA,
4509463,MEKAR JAYA,
4944869,MEKAR JAYA ABADI,
31085972,MEKAR JAYA BAHARI,
31070034,MEKAR JAYA BAHARI - 04,
31076468,MEKAR JAYA BAHARI - 05,
31076471,MEKAR JAYA BAHARI - 07,
40513439,MEKAR JAYA BAHARI - 2,
40513383,MEKAR JAYA BAHARI - 3,
4949266,MEKAR KENCANA,
4878126,MEKAR KENCANA - 03,
4823824,MEKAR KENCANA - 05,
4627975,MEKAR KENCANA 89,
239/PKL-Lan.1/SS.430/VII/2013,MEKAR KENCANA 89,
4556287,MEKAR LESTARI,
4771015,MEKAR LESTARI,
4957186,MEKAR MANDIRI,
4955187,MEKAR MINA TAMA,
4613689,MEKAR PUEJAYA,
73998,MEKAR SEJAHTERA I,
1321,MEKAR SEJATI,
4743786,MEKAR SEJATI,
40515049,MEKAR WIJAYA,
185/Lan.1.3/SS.430/VI/2013,MEKAR WIJAYA MAKMUR - IV,
31061004,MEKAR WIJAYA MAKMUR - VIII,
87016,MELATI No. 2,
4870364,MEMORI,
4870364,MEMORY,
4740366,MENARA BAHARI,
4720801,MENTARI - 168,
4934243,MENTARI - 186,
4934243,MENTARI - 186 (xGEMILANGJAYA I),
50385,MENTARI - 188,
4791089,MENTARI - 8888,
4825934,MENTARI -168,
4757122,MENTARI 216,
4556741,MENTARI 888,
40511791,MENTARI PAGI -3,
4864287,MENTARI-888 (x.Mina Karya-02),
4575850,MENTAWAI,
4958953,MERAUKE JAYA,
4556771,MERAUKE JAYA - I,
4957425,MERIYANA,
4957425,MERIYANA (x MAN HUNG No. 32),
4605004,MERPATI,
40408870,MERPATI,
4956364,MERPATI - 2,
14465,MERPATI - III,
114465,MERPATI - III,
4565593,MERPATI VII,
40408867,MERPATI-VIII,
40408367,MESTIKA DELIMA,
86811707379,METRO JAYA VIII,
4539421,MEX MARINE 01,
57585,MICKEY - 207,
46942,MICKEY 107,
74007,MICKEY 111,
74016,MICKEY 112,
74023,MICKEY 113,
74025,MICKEY 211,
74027,MICKEY 212,
74029,MICKEY 213,
125333,MIKHAEL,
143107,MIKONATA 33,
73604,MILENIUM 2000,
4965251,MILLENIUM JAYA,
4587044,MILLENIUM JAYA - 68,
4956357,MILLENIUM JAYA I,
4908172,MILLINIUM,
R/235/I/2003/C,MIN FA,
R/301/II/2003/C,MIN PING YU F 999,
4698123,MIN TAI LENG,
R/164/I/2003/C,MIN WAI LENG 3,
99564,MINA  SEJATI,
4539564,MINA ANDALAS - VII,
4652034,MINA ANDALAS SAMUDERA - V,
4654588,MINA ANDALAS SAMUDERA IV,
65135,MINA ANUGRAH - 18,
65189,MINA ANUGRAH - 8,
42653,MINA ANUGRAH - A,
54743,MINA ARINDO,
53856,MINA BARUNA,
40512334,MINA BARUNA,
4502187,MINA BARUNA - I,
4824158,MINA BARUNA - I,
50446,MINA FAJAR - 9,
50524,MINA FINTURA - 01,
45229,MINA FINTURA - 02,
116610,MINA FINTURA - 03,
40409569,MINA HARAPAN JAYA,
4759727,MINA HASLINDO,
4578263,MINA JAYA,
65361,MINA JAYA - 1,
4551855,MINA JAYA ABADI - 01,
109947,MINA JAYA NIAGA - 12,
57706,MINA JAYA NIAGA - 6,
45695,MINA JAYA SAMUDRA,
40409601,MINA JAYA SAMUDRA,
4960962,MINA KENCANA,
53850,MINA KENCANA - 08,
4537356,MINA KENCANA - 09,
45560,MINA KENCANA - 15,
45560,MINA KENCANA - 15 (xMITRA.....),
4960958,MINA KENCANA 03,
4714560,MINA KENCANA 05,
97276,MINA KENCANA 05 (xDIOSKURI 01),
74276,MINA KENCANA 07,
4537356,MINA KENCANA 09,
4697273,MINA KENCANA 10,
4606061,MINA KENCANA 11,
4545072,MINA KENCANA 18,
4545263,MINA LAGUNA INDAH 3,
50198,MINA LESTARI,
4554329,MINA LESTARI,
270,MINA NUSANTARA,
4565579,MINA NUSANTARA,
4821629,MINA RAHAYU,
73961,MINA REJEKI,
4663261,MINA REJEKI - 01,
4712573,MINA REJEKI - 2,
4958127,MINA SAKTI  I,
97101,MINA SAKTI  III,
41813,MINA SAMUDERA,
4905059,MINA SAMUDERA,
4615599,MINA SAMUDRA,
40409607,MINA SAMUDRA - A,
4615599,MINA SAMUDRA [1],
4721116,MINA SAMUDRA ANUGRAH,
4672609,MINA SAMUDRA REJEKI,
4721117,MINA SAMUDRA UTAMA,
40408937,MINA SANTOSA ABADI,
31057332,MINA SARI,
99561,MINA SARI LANCAR,
140122023,MINA SEJAHTERA,
4933483,MINA SEJAHTERA - 07,
9956454321,MINA SEJATI,
4527776,MINA SEMPURNA - 19,
4952118,MINA SEMPURNA - 79,
31057320,MINA SEMPURNA - 99,
86811035701,MINA SEMPURNA - 99,
73967,MINA SEMPURNA 89,
44936,MINA TAMA MAJU,
4839229,MINA UTAMA,
57259,MINAFA,
4822094,MINAHASA PERKASA 08,
74223,MINAKO,
R/472/II/2003/C,MING FA,
74030,MINNIE - 507,
87117,MINNIE - 511,
4828082,MIOS INDAH,
40409605,MIOS INDAH,
74098,MIRIDIAN JAYA,
86811035788,MITRA ABADI,
99418,MITRA ARINDO - 06,
99418,MITRA ARINDO - 6,
33628,MITRA ARINDO - I,
4634926,MITRA ARINDO - I,
4657763,MITRA ARINDO - II,
4.66E+11,MITRA ARINDO II,
125004,MITRA ARINDO III,
63309,MITRA BAHARI,
4489866,MITRA BAHARI,
4953793,MITRA BAHARI,
4804812,MITRA BAHARI - 05,
4549268,MITRA BAHARI - 06,
73933,MITRA BAHARI - 08,
4797780,MITRA BAHARI 01,
4785100,MITRA BAHARI 02,
45570,MITRA BAHARI 09,
4784176,MITRA BAHARI 11,
4774084,MITRA BAHARI 12,
4892541,MITRA BAHARI 18,
31072270,MITRA CEMERLANG,
40408236,MITRA HARAPAN,
86811035744,MITRA HARAPAN,
40408236,MITRA HARAPAN (2),
4553686,MITRA HARAPAN SUKSES,
441,MITRA JAYA,
73648,MITRA JAYA,
4596641,MITRA JAYA,
40408684,MITRA JAYA - 89,
4548784,MITRA JAYA - I,
31072271,MITRA JAYA -V,
31072284,MITRA JAYA 8,
4517701,MITRA JAYA BERSAMA,
31072292,MITRA JAYA III,
31072271,MITRA JAYA V,
40408687,MITRA KARYA,
4616159,MITRA KARYA - II,
4611623,MITRA KENCANA,
86811035757,MITRA LAUT,
4962010,MITRA MAJU BAHARI,
65177,MITRA MANDIRI,
4862001,MITRA MANTAP,
86811035694,MITRA NELAYAN,
4459052,MITRA PERKASA,
86811703475,MITRA PERKASA,
8681170769,MITRA PESONA,
86811707369,MITRA PESONA,
65219,MITRA PRIMA,
4611622,MITRA PRIMA,
4611622,MITRA PRIMA [1],
40408683,MITRA PRIMA 18,
40408420,MITRA PRIMA 28,
4575601,MITRA REZEKI,
86811035693,MITRA REZEKI,
86811035705,MITRA REZEKI MAKMUR,
4748546,MITRA SAMUDERA,
4956287,MITRA SAMUDRA ABADI,
4916117,MITRA SEJAHTERA - 3,
4892544,MITRA SEJATI,
4596428,MITRA SUKSES JAYA - 02,
4566061,MITRA SUKSES JAYA - 03,
4544920,MITRA SUKSES JAYA - 88,
4606620,MITRA SUKSES JAYA 01,
4478817,MITRA SUKSES JAYA 58,
4544920,MITRA SUKSES JAYA 88,
4690566,MITRA UNGGUL,
4541684,MITRA USAHA LESTARI,
86811704175,MITRA UTAMA REJEKI,
86811703810,MITRA UTAMA SEMESTA,
4961353,MITRAMAS - 6,
45060,MITRAMAS - 8,
125296,MITRAMAS 1,
4961342,MITRAMAS 2 (x KAIYO MARU No. 8),
45143,MITRAMAS 3,
4861495,MITRAMAS 7,
4961362,MITRAMAS 9,
65299,MIYABI,
4676000,MMC,
45544,MODERN,
4538674,MODERN  II,
4799214,MODERN - A,
110090,MODERN - C,
40408862,MODERN - E,
40408865,MODERN - E,
40511004,MODERN - F,
31072280,MODERN - G,
31057345,MODERN - I,
4756030,MODERN B,
4679128,MODERN D,
31072280,MODERN G,
