found_flag,year,mmsi,flag_country_name,flag_iso3,shipname,callsign,imo,known_label,inferred_label,inferred_label_allyears,known_length,ais_length,inferred_length,known_tonnage,inferred_tonnage,known_engine_power,inferred_engine_power,active_positions,active_hours,gap_hours,active_days,fraction_time_high_seas,frac_fishing_high_seas,eez_first,frac_in_eez_first,eez_second,frac_in_eez_second,is_high_seas
,2014,900028532,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,62.04982076,NA,877.7370503,NA,1887.283641,196,869.8594444,374.8969444,48,0.990371369,1,NA,1,NA,NA,TRUE
,2016,900028534,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,squid_jigger,NA,NA,63.80691449,NA,721.7343009,NA,1782.623611,4782,8291.660278,485.5169444,358,0.992487055,0.999579445,Argentina,0.998102738,NA,0.001897262,TRUE
,2014,900028534,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,squid_jigger,NA,NA,63.80691449,NA,721.7343009,NA,1782.623611,1081,4796.907222,2975.398056,273,0.928261005,0.990756271,Falkland Islands,0.014846749,Uruguay,0.983825364,TRUE
,2015,900028534,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,squid_jigger,NA,NA,63.80691449,NA,721.7343009,NA,1782.623611,2388,4658.218611,1547.938333,236,0.873009585,0.997558613,Argentina,0.994676545,Singapore,0.005121015,TRUE
,2014,900028575,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,59.31039527,NA,953.0704468,NA,1817.715269,1088,4138.076389,3612.881389,275,0.923089304,0.974339778,Uruguay,0.903214057,NA,0.096785943,TRUE
,2015,900028575,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,59.31039527,NA,953.0704468,NA,1817.715269,1179,3612.310833,1397.478333,175,0.897541117,1,NA,1,NA,NA,TRUE
,2014,900028578,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,65.79134005,NA,869.1182644,NA,2328.793026,1706,5118.902778,1181.018611,264,0.915165484,0.965283893,Argentina,0.932513673,Uruguay,0.004571878,TRUE
,2013,900028578,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,65.79134005,NA,869.1182644,NA,2328.793026,1016,3236.574167,824.4452778,162,0.710563614,0.757018942,NA,NA,NA,NA,TRUE
,2015,900028578,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,65.79134005,NA,869.1182644,NA,2328.793026,2283,4589.761944,400.4313889,205,0.908993137,1,NA,1,NA,NA,TRUE
,2014,900028610,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,76.49790948,NA,832.5215814,NA,2810.753418,2158,5616.525,831.2480556,260,0.944391035,0.981505068,Uruguay,0.031462695,NA,0.968537305,TRUE
,2014,900028614,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,71.98467975,NA,1280.744162,NA,2331.486236,1477,5096.931389,2277.182778,267,0.916222555,0.947163978,Uruguay,0.949495685,NA,0.050504315,TRUE
,2015,900028614,Invalid MMSI,NA,NA,NA,NA,NA,NA,trawlers,NA,NA,71.98467975,NA,1280.744162,NA,2331.486236,1861,4323.895556,674.5527778,197,0.908432168,1,NA,1,NA,NA,TRUE
,2014,900028618,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,61.94871014,NA,720.9220799,NA,1922.177832,1168,4054.961111,3509.116667,261,0.904829943,0.93083382,Uruguay,0.056403544,Falkland Islands,0.91621881,TRUE
,2016,900028618,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,61.94871014,NA,720.9220799,NA,1922.177832,2675,6557.791944,1632.885,349,0.991951063,1,NA,1,NA,NA,TRUE
,2015,900028618,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,61.94871014,NA,720.9220799,NA,1922.177832,2014,4952,1628.874167,243,0.852863061,0.989963109,Argentina,0.00131886,Indonesia,5.79E-04,TRUE
,2016,900028619,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,58.35054045,NA,687.632536,NA,1805.75254,4133,7373.881944,1407.068056,347,0.990992898,0.99653398,Argentina,0.995845135,NA,0.004154865,TRUE
,2014,900028619,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,58.35054045,NA,687.632536,NA,1805.75254,1448,5204.501111,2194.125556,278,0.936847981,0.983903362,Uruguay,0.016529063,Falkland Islands,0.979696371,TRUE
,2015,900028619,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,58.35054045,NA,687.632536,NA,1805.75254,3334,4628.943611,856.8486111,225,0.91967651,0.995016392,Malaysia,0.002799193,Singapore,1.43E-04,TRUE
,2014,900028621,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,60.31770246,NA,677.3644089,NA,2159.014413,1531,4970.602778,2678.902778,271,0.945751817,0.969582508,Uruguay,0.016564144,Falkland Islands,0.016447803,TRUE
,2015,900028621,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,60.31770246,NA,677.3644089,NA,2159.014413,2456,5061.285,1505.074167,245,0.858817376,0.977936209,Singapore,1.84E-04,Saint Helena,0.00868266,TRUE
,2016,900028621,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,60.31770246,NA,677.3644089,NA,2159.014413,4604,7928.656944,820.3897222,357,0.98834279,0.98661964,Argentina,0.984953819,NA,0.015046181,TRUE
,2013,900028621,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,60.31770246,NA,677.3644089,NA,2159.014413,330,1469.357778,2944.437778,103,0.729820583,0.858028827,British Indian Ocean Territory,0.084044684,China,0.058915655,TRUE
,2016,900028639,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,57.35735446,NA,655.4509302,NA,1711.160067,2046,5727.4725,2127.266389,332,0.988547661,0.996812654,Argentina,0.008537716,NA,0.991462284,TRUE
,2014,900028639,Invalid MMSI,NA,NA,NA,NA,NA,squid_jigger,trawlers,NA,NA,57.35735446,NA,655.4509302,NA,1711.160067,1900,6074.393333,1601.473056,298,0.919607424,0.958663136,Uruguay,0.021141518,Falkland Islands,0.01448951,TRUE
China,2015,900028873,Invalid MMSI,NA,ZHOUYU6,BZ7UU,NA,NA,squid_jigger,squid_jigger,NA,NA,60.54403628,NA,940.2731322,NA,1363.324347,3488,2621.202778,4411.874167,217,0.630112392,0.894940434,Peru,0.046719196,Argentina,0.023878124,TRUE
China,2016,900028873,Invalid MMSI,NA,ZHOUYU6,BZ7UU,NA,NA,squid_jigger,squid_jigger,NA,NA,60.54403628,NA,940.2731322,NA,1363.324347,1519,2561.26,693.3022222,178,0.940880132,0.952617414,Argentina,0.029781003,Uruguay,0.017859499,TRUE
China,2014,900028873,Invalid MMSI,NA,ZHOUYU6,0,NA,NA,squid_jigger,squid_jigger,NA,NA,60.54403628,NA,940.2731322,NA,1363.324347,843,2294.023056,2952.998333,174,0.903124294,0.895660139,Argentina,0.063102021,Uruguay,0.016871273,TRUE
,2016,900030432,Invalid MMSI,NA,NA,NA,NA,NA,trawlers,trawlers,NA,NA,37.67617422,NA,651.7070546,NA,1040.274434,731,752.8194444,710.8130556,55,0.406365287,0.14393092,China,0.705630902,North Korea,0.036398626,TRUE
,2016,900200018,Invalid MMSI,NA,SHUN HANG 18,NA,NA,NA,squid_jigger,squid_jigger,NA,75,56.39173437,NA,790.7213074,NA,1436.166539,8130,5289.042778,568.5411111,277,0.883415596,0.890486817,South Korea,3.31E-04,China,8.06E-04,TRUE
,2015,900200018,Invalid MMSI,NA,SHUN HANG 18,NA,NA,NA,squid_jigger,squid_jigger,NA,75,56.39173437,NA,790.7213074,NA,1436.166539,936,853.8313889,8424.107222,57,0.858905498,0.853111849,Argentina,0.132449572,China,0.019816029,TRUE
China,2015,900200029,Invalid MMSI,NA,ZHONGYANG29,0,NA,drifting_longlines,drifting_longlines,drifting_longlines,37,42,42.62491116,317,400.8963288,NA,1047.275206,92,162.4536111,3911.394167,32,0.935491006,0.354564147,French Polynesia,0.861815788,NA,0.138184212,TRUE
China,2016,900200029,Invalid MMSI,NA,ZHONGYANG29,BZXD77,NA,drifting_longlines,drifting_longlines,drifting_longlines,37,41.9109462,42.62491116,317,400.8963288,NA,1047.275206,3580,1097.472778,3129.880278,110,0.79995074,0.984375436,China,0.028975857,French Polynesia,0.014681462,TRUE
China,2015,900200837,Invalid MMSI,NA,PUYUAN837,0,NA,NA,NA,squid_jigger,NA,50,49.36063777,NA,377.4648212,NA,815.2509175,598,1186.681111,2082.020556,119,0.884856553,1,NA,1,NA,NA,TRUE
,2013,900200898,Invalid MMSI,NA,PUYUAN898,NA,NA,NA,NA,squid_jigger,NA,49,50.97944567,NA,525.978794,NA,1116.493506,2515,5365.999167,477.9616667,312,0.936645688,1,NA,NA,NA,NA,TRUE
,2012,900200898,Invalid MMSI,NA,PUYUAN898,NA,NA,NA,NA,squid_jigger,NA,49,50.97944567,NA,525.978794,NA,1116.493506,4092,7714.215278,172.4311111,362,0.969216164,0.991511879,NA,NA,NA,NA,TRUE
China,2014,900288827,Invalid MMSI,NA,PUYUAN827,0,NA,NA,squid_jigger,squid_jigger,NA,50,46.33601877,NA,667.3938732,NA,884.1517122,1249,1506.059167,204.3236111,112,1,1,NA,1,NA,NA,TRUE
China,2016,900288827,Invalid MMSI,NA,PUYUAN827,0,NA,NA,squid_jigger,squid_jigger,NA,50,46.33601877,NA,667.3938732,NA,884.1517122,6390,3784.175,383.9025,232,0.948786512,0.987531219,Peru,0.017070417,NA,0.982929583,TRUE
China,2015,900288827,Invalid MMSI,NA,PUYUAN827,0,NA,NA,squid_jigger,squid_jigger,NA,50,46.33601877,NA,667.3938732,NA,884.1517122,6875,5438.824167,986.4922222,344,0.944431944,0.993415854,Peru,0.990802757,Chile,0.001754749,TRUE
China,2014,902200811,Invalid MMSI,NA,HUAYING811,NA,NA,NA,NA,squid_jigger,NA,53,50.63317985,NA,737.470851,NA,1150.613219,11456,6144.282222,169.7655556,264,0.967087073,1,NA,1,NA,NA,TRUE
China,2015,902200811,Invalid MMSI,NA,HUAYING811,NA,NA,NA,NA,squid_jigger,NA,53,50.63317985,NA,737.470851,NA,1150.613219,11755,8322.059167,265.3744444,360,0.94300608,0.985998285,Peru,0.988928667,NA,0.011071333,TRUE
China,2016,902200811,Invalid MMSI,NA,HUAYING811,NA,NA,NA,NA,squid_jigger,NA,53,50.63317985,NA,737.470851,NA,1150.613219,685,1261.696389,3098.130556,106,0.958040121,1,NA,NA,NA,NA,TRUE
Mexico,2014,919919990,Invalid MMSI,NA,ARKOS ICHIAPAS,XCRK,NA,NA,NA,purse_seines,NA,84,72.77074373,NA,1475.873823,NA,3010.962022,366,1665.186667,107.1866667,78,0.623455843,0.587270382,NA,NA,NA,NA,TRUE
,2013,919919990,Invalid MMSI,NA,ARKOS ICHIAPAS,XCRK,NA,NA,NA,purse_seines,NA,84,72.77074373,NA,1475.873823,NA,3010.962022,7545,5348.706111,27.52,254,0.557120924,0.570722373,NA,NA,NA,NA,TRUE
,2012,919919990,Invalid MMSI,NA,ARKOS ICHIAPAS,XCRK,NA,NA,NA,purse_seines,NA,84,72.77074373,NA,1475.873823,NA,3010.962022,2568,2691.304167,NA,138,0.417768516,0.473990169,NA,NA,NA,NA,TRUE
,2016,941005333,Invalid MMSI,NA,LU04           12.1V,NA,NA,NA,squid_jigger,squid_jigger,NA,NA,46.65077694,NA,229.7889823,NA,719.7714108,774,913.0169444,397.3491667,43,0.341710566,0.388542446,NA,NA,NA,NA,TRUE
